chargeback_id,transaction_id,reason,amount,opened_at,resolved_at
CB000245,TXN00092104,FRAUD,10.13,2025-08-09 07:19:15.620859361,
CB000246,TXN00092296,PRODUCT_NOT_RECEIVED,90.44,2025-08-08 13:39:51.617098615,2025-08-23 13:39:51.617098615
CB000247,TXN00092327,FRAUD,1061.43,2025-07-28 14:35:59.748057266,2025-09-23 14:35:59.748057266
CB000248,TXN00092603,FRAUD,2265.75,2025-08-16 00:14:26.032120321,
CB000249,TXN00092724,FRAUD,89.24,2025-08-15 04:04:52.953096230,
CB000250,TXN00093207,PRODUCT_NOT_RECEIVED,3792.23,2025-07-16 20:28:22.350348081,2025-09-05 20:28:22.350348081
CB000251,TXN00093362,SUBSCRIPTION_CANCELLED,812.93,2025-07-08 01:02:26.440876721,
CB000252,TXN00094051,FRAUD,39.1,2025-07-29 00:14:50.734057199,2025-08-28 00:14:50.734057199
CB000253,TXN00094474,FRAUD,17.98,2025-07-14 15:49:47.645316035,2025-09-09 15:49:47.645316035
CB000254,TXN00095095,PRODUCT_NOT_RECEIVED,113.85,2025-07-08 12:39:02.126107881,2025-08-06 12:39:02.126107881
CB000255,TXN00095398,DUPLICATE,83.45,2025-08-01 23:11:42.658781434,2025-09-12 23:11:42.658781434
CB000256,TXN00095710,FRAUD,1818.81,2025-08-10 10:03:05.594223234,2025-09-28 10:03:05.594223234
CB000257,TXN00096051,FRAUD,123.09,2025-07-06 22:48:20.556195764,2025-08-07 22:48:20.556195764
CB000258,TXN00096106,DUPLICATE,1190.25,2025-07-17 00:41:24.222905204,2025-09-03 00:41:24.222905204
CB000259,TXN00096422,FRAUD,11.24,2025-08-11 10:47:11.753807415,
CB000260,TXN00096540,DUPLICATE,9567.92,2025-06-28 14:46:45.015585237,2025-07-27 14:46:45.015585237
CB000261,TXN00097273,SUBSCRIPTION_CANCELLED,108.68,2025-08-04 15:36:33.614108409,2025-08-28 15:36:33.614108409
CB000262,TXN00098234,FRAUD,18.23,2025-06-30 01:07:29.448935949,
CB000263,TXN00098584,FRAUD,2653.76,2025-08-12 13:11:19.836771290,2025-09-20 13:11:19.836771290
CB000264,TXN00098874,FRAUD,16.67,2025-08-21 23:26:08.676500760,
CB000265,TXN00098938,FRAUD,21.78,2025-08-23 01:20:49.797004205,2025-09-27 01:20:49.797004205
CB000266,TXN00099128,FRAUD,117.68,2025-08-04 07:34:52.556387749,2025-09-18 07:34:52.556387749
CB000267,TXN00099375,FRAUD,163.91,2025-07-11 16:26:27.746848717,2025-08-29 16:26:27.746848717
CB000268,TXN00099429,FRAUD,1781.24,2025-07-03 18:25:22.933702234,2025-08-09 18:25:22.933702234
CB000269,TXN00101220,PRODUCT_NOT_RECEIVED,4028.19,2025-07-01 08:50:45.786080473,
CB000270,TXN00101425,FRAUD,16.49,2025-08-03 16:03:35.197940652,
CB000271,TXN00101513,AUTHORISATION,1508.77,2025-07-05 19:03:01.987820824,2025-08-29 19:03:01.987820824
CB000272,TXN00102018,FRAUD,35.45,2025-07-07 12:13:42.142931698,2025-07-29 12:13:42.142931698
CB000273,TXN00102040,AUTHORISATION,1906.48,2025-07-30 12:46:29.114001822,2025-09-26 12:46:29.114001822
CB000274,TXN00102140,PRODUCT_NOT_RECEIVED,445.66,2025-08-02 16:11:49.590093197,2025-08-21 16:11:49.590093197
CB000275,TXN00103460,FRAUD,133.2,2025-08-27 14:09:02.476151068,2025-09-08 14:09:02.476151068
CB000276,TXN00105035,PRODUCT_NOT_RECEIVED,3557.45,2025-07-23 21:50:08.091875562,2025-09-09 21:50:08.091875562
CB000277,TXN00105152,FRAUD,34.26,2025-08-05 01:52:25.360273217,2025-09-15 01:52:25.360273217
CB000278,TXN00105597,FRAUD,23.93,2025-07-13 18:22:16.352207554,
CB000279,TXN00105673,SUBSCRIPTION_CANCELLED,180.61,2025-08-19 20:29:31.737075062,
CB000280,TXN00106198,AUTHORISATION,104.42,2025-07-09 14:55:35.592029680,2025-08-01 14:55:35.592029680
CB000281,TXN00106271,PRODUCT_NOT_RECEIVED,20.3,2025-08-01 17:27:25.870158085,2025-08-18 17:27:25.870158085
CB000282,TXN00106561,FRAUD,33.9,2025-08-03 03:17:17.725633891,2025-09-29 03:17:17.725633891
CB000283,TXN00106582,FRAUD,2927.12,2025-07-13 03:54:05.307091281,2025-07-31 03:54:05.307091281
CB000284,TXN00106585,FRAUD,36.8,2025-07-15 03:58:28.392381850,2025-08-04 03:58:28.392381850
CB000285,TXN00106826,PRODUCT_NOT_RECEIVED,2502.1,2025-08-02 12:31:47.801282213,
CB000286,TXN00106837,PRODUCT_NOT_RECEIVED,1306.82,2025-07-30 12:49:03.508325008,
CB000287,TXN00106933,FRAUD,9.49,2025-08-03 15:38:19.610979096,2025-10-01 15:38:19.610979096
CB000288,TXN00107244,PRODUCT_NOT_RECEIVED,6075.42,2025-09-06 02:17:06.027706157,2025-10-30 02:17:06.027706157
CB000289,TXN00107384,DUPLICATE,2245.48,2025-07-31 06:45:08.806401861,2025-08-30 06:45:08.806401861
CB000290,TXN00107428,FRAUD,7798.81,2025-08-20 08:12:35.686955566,2025-09-20 08:12:35.686955566
CB000291,TXN00107864,DUPLICATE,172.46,2025-09-04 23:15:29.500623082,2025-10-16 23:15:29.500623082
CB000292,TXN00107968,FRAUD,16.46,2025-08-12 02:00:03.158976033,2025-09-11 02:00:03.158976033
CB000293,TXN00108214,SUBSCRIPTION_CANCELLED,776.82,2025-08-16 11:01:50.703660725,2025-09-12 11:01:50.703660725
CB000294,TXN00108234,FRAUD,106.64,2025-08-15 11:36:13.435096577,2025-08-27 11:36:13.435096577
CB000295,TXN00108268,FRAUD,4726.94,2025-08-13 12:48:54.294783310,2025-08-26 12:48:54.294783310
CB000296,TXN00108778,FRAUD,22.07,2025-08-17 07:11:08.132679793,2025-10-02 07:11:08.132679793
CB000297,TXN00108964,FRAUD,30.3,2025-08-17 14:19:13.730276253,
CB000298,TXN00109571,FRAUD,1926.22,2025-07-17 10:40:46.551805704,2025-08-09 10:40:46.551805704
CB000299,TXN00109896,PRODUCT_NOT_RECEIVED,1443.86,2025-08-26 21:39:15.257461767,2025-10-23 21:39:15.257461767
CB000300,TXN00110039,SUBSCRIPTION_CANCELLED,8894.7,2025-08-16 02:27:55.716789440,2025-10-07 02:27:55.716789440
CB000301,TXN00110520,FRAUD,929.49,2025-08-22 18:49:21.244885176,2025-10-07 18:49:21.244885176
CB000302,TXN00111139,FRAUD,52.98,2025-09-11 15:52:22.673975210,
CB000303,TXN00111520,PRODUCT_NOT_RECEIVED,2459.25,2025-08-23 03:27:11.036303372,
CB000304,TXN00111706,SUBSCRIPTION_CANCELLED,5806.09,2025-07-21 10:35:05.124243635,2025-08-28 10:35:05.124243635
CB000305,TXN00111752,DUPLICATE,2435.11,2025-09-01 12:00:40.837973658,
CB000306,TXN00112719,AUTHORISATION,2153.07,2025-09-11 22:15:27.576233403,2025-10-29 22:15:27.576233403
CB000307,TXN00113184,FRAUD,1126.82,2025-08-12 14:16:59.607671032,2025-08-31 14:16:59.607671032
CB000308,TXN00113604,PRODUCT_NOT_RECEIVED,21.96,2025-08-11 05:01:26.805955106,
CB000309,TXN00114005,FRAUD,65.1,2025-07-25 19:14:24.342177781,
CB000310,TXN00114202,PRODUCT_NOT_RECEIVED,43.55,2025-08-15 01:20:53.567265041,2025-10-06 01:20:53.567265041
CB000311,TXN00114234,FRAUD,27.24,2025-08-13 02:21:56.785665644,
CB000312,TXN00115050,FRAUD,1861.87,2025-09-09 07:04:56.136053648,2025-11-06 07:04:56.136053648
CB000313,TXN00115380,SUBSCRIPTION_CANCELLED,9291.9,2025-09-12 19:17:16.145542560,2025-11-02 19:17:16.145542560
CB000314,TXN00115511,PRODUCT_NOT_RECEIVED,11.9,2025-08-22 23:17:22.415727380,2025-09-02 23:17:22.415727380
CB000315,TXN00115541,FRAUD,53.5,2025-09-05 00:18:59.762549322,2025-09-27 00:18:59.762549322
CB000316,TXN00115863,FRAUD,48.89,2025-08-30 10:45:30.013215055,2025-10-28 10:45:30.013215055
CB000317,TXN00116026,FRAUD,1908.73,2025-09-18 16:30:36.808048088,2025-11-10 16:30:36.808048088
CB000318,TXN00116045,SUBSCRIPTION_CANCELLED,5976.54,2025-08-21 16:54:29.303865541,
CB000319,TXN00116560,PRODUCT_NOT_RECEIVED,29.02,2025-09-07 10:15:18.841478020,2025-10-19 10:15:18.841478020
CB000320,TXN00116594,FRAUD,9.83,2025-08-03 11:11:08.932784114,2025-09-01 11:11:08.932784114
CB000321,TXN00116770,FRAUD,34.57,2025-08-12 17:45:01.471415053,
CB000322,TXN00116823,PRODUCT_NOT_RECEIVED,3572.34,2025-08-26 19:50:07.564522372,
CB000323,TXN00116826,FRAUD,41.55,2025-08-01 20:00:22.798712251,2025-08-18 20:00:22.798712251
CB000324,TXN00116989,FRAUD,12.14,2025-09-13 00:54:40.537409673,
CB000325,TXN00117121,FRAUD,129.77,2025-09-13 05:25:04.119557349,2025-10-15 05:25:04.119557349
CB000326,TXN00117944,DUPLICATE,1055.77,2025-09-16 11:18:30.026679184,2025-11-09 11:18:30.026679184
CB000327,TXN00118281,FRAUD,1804.79,2025-08-25 22:06:54.016793766,
CB000328,TXN00119945,FRAUD,8.34,2025-08-29 07:11:31.370907926,
CB000329,TXN00120919,SUBSCRIPTION_CANCELLED,77.51,2025-07-30 15:28:52.079731265,2025-08-12 15:28:52.079731265
CB000330,TXN00121352,DUPLICATE,1637.22,2025-08-15 06:20:26.807509321,2025-09-17 06:20:26.807509321
CB000331,TXN00121441,SUBSCRIPTION_CANCELLED,33.69,2025-08-07 09:25:44.139032599,2025-08-28 09:25:44.139032599
CB000332,TXN00122410,FRAUD,14057.31,2025-08-05 17:05:58.746501711,2025-09-16 17:05:58.746501711
CB000333,TXN00122484,FRAUD,46.71,2025-08-19 19:15:53.668764577,2025-09-24 19:15:53.668764577
CB000334,TXN00122485,PRODUCT_NOT_RECEIVED,68.53,2025-09-27 19:19:12.746274142,2025-10-08 19:19:12.746274142
CB000335,TXN00122526,FRAUD,5285.46,2025-08-17 20:44:25.216012941,2025-09-19 20:44:25.216012941
CB000336,TXN00122531,FRAUD,21.43,2025-08-06 20:50:13.799179722,
CB000337,TXN00122825,DUPLICATE,85.47,2025-09-27 07:20:21.584764358,2025-10-07 07:20:21.584764358
CB000338,TXN00123001,DUPLICATE,6793.71,2025-09-15 12:55:08.372936047,
CB000339,TXN00123501,PRODUCT_NOT_RECEIVED,4870.07,2025-09-07 05:41:49.521869875,2025-10-22 05:41:49.521869875
CB000340,TXN00123984,PRODUCT_NOT_RECEIVED,178.82,2025-08-21 21:22:14.908963966,
CB000341,TXN00124568,PRODUCT_NOT_RECEIVED,101.31,2025-09-15 17:01:54.183757775,2025-10-16 17:01:54.183757775
CB000342,TXN00124714,FRAUD,3136.93,2025-09-20 22:39:01.389500279,2025-11-14 22:39:01.389500279
CB000343,TXN00124823,FRAUD,24.89,2025-08-24 02:33:07.342668921,2025-10-13 02:33:07.342668921
CB000344,TXN00125218,FRAUD,41.32,2025-09-10 15:27:59.582192122,2025-10-13 15:27:59.582192122
CB000345,TXN00125369,FRAUD,7.69,2025-09-20 20:14:22.840616944,2025-10-16 20:14:22.840616944
CB000346,TXN00125795,FRAUD,64.04,2025-08-22 10:23:55.107640679,2025-09-06 10:23:55.107640679
CB000347,TXN00126006,PRODUCT_NOT_RECEIVED,36.07,2025-09-07 17:58:10.390263183,2025-11-03 17:58:10.390263183
CB000348,TXN00126041,AUTHORISATION,3609.51,2025-08-17 19:06:16.628260308,2025-09-16 19:06:16.628260308
CB000349,TXN00126608,FRAUD,11751.15,2025-08-29 13:59:04.417713966,2025-09-20 13:59:04.417713966
CB000350,TXN00127352,FRAUD,105.14,2025-08-30 14:17:02.449810054,2025-09-21 14:17:02.449810054
CB000351,TXN00127654,DUPLICATE,33.88,2025-10-02 00:42:19.392347736,
CB000352,TXN00128486,FRAUD,14227.78,2025-09-19 04:30:29.742993335,2025-10-22 04:30:29.742993335
CB000353,TXN00129506,DUPLICATE,578.48,2025-09-11 17:04:17.702695382,2025-10-28 17:04:17.702695382
CB000354,TXN00129600,FRAUD,9.57,2025-08-23 20:30:40.174813610,2025-09-10 20:30:40.174813610
CB000355,TXN00130018,AUTHORISATION,4928.63,2025-09-19 09:38:05.494806793,2025-11-01 09:38:05.494806793
CB000356,TXN00130121,FRAUD,111.59,2025-10-04 12:49:46.842688282,2025-10-19 12:49:46.842688282
CB000357,TXN00130196,AUTHORISATION,950.95,2025-10-03 15:16:19.085413098,2025-11-11 15:16:19.085413098
CB000358,TXN00130283,SUBSCRIPTION_CANCELLED,134.43,2025-10-04 17:54:12.141192095,2025-11-24 17:54:12.141192095
CB000359,TXN00130411,AUTHORISATION,156.33,2025-09-06 22:29:04.580654104,
CB000360,TXN00130643,SUBSCRIPTION_CANCELLED,47.04,2025-09-18 06:29:47.657454619,
CB000361,TXN00131800,SUBSCRIPTION_CANCELLED,3277.09,2025-08-31 20:10:09.536376152,
CB000362,TXN00132343,FRAUD,1317.37,2025-10-07 14:15:31.271053470,2025-10-22 14:15:31.271053470
CB000363,TXN00132435,PRODUCT_NOT_RECEIVED,4583.77,2025-08-29 17:52:44.880174518,2025-09-19 17:52:44.880174518
CB000364,TXN00133060,FRAUD,3475.95,2025-08-31 15:40:10.805251013,
CB000365,TXN00133231,FRAUD,580.36,2025-10-05 21:10:57.598214644,2025-11-12 21:10:57.598214644
CB000366,TXN00133296,PRODUCT_NOT_RECEIVED,45.64,2025-09-25 23:03:50.767809704,
CB000367,TXN00133864,SUBSCRIPTION_CANCELLED,1363.28,2025-09-26 18:27:50.843255717,2025-11-06 18:27:50.843255717
CB000368,TXN00134299,PRODUCT_NOT_RECEIVED,354.9,2025-09-05 08:21:33.929487487,2025-09-19 08:21:33.929487487
CB000369,TXN00134546,FRAUD,3994.2,2025-09-24 15:50:59.438797421,2025-10-16 15:50:59.438797421
CB000370,TXN00135278,FRAUD,50.17,2025-10-10 16:01:32.073452940,2025-11-04 16:01:32.073452940
CB000371,TXN00135346,SUBSCRIPTION_CANCELLED,397.71,2025-09-22 18:23:44.626511625,2025-11-10 18:23:44.626511625
CB000372,TXN00135961,FRAUD,14.67,2025-08-26 13:27:18.207440124,
CB000373,TXN00136326,SUBSCRIPTION_CANCELLED,269.77,2025-08-23 01:27:11.878847140,2025-10-04 01:27:11.878847140
CB000374,TXN00137511,PRODUCT_NOT_RECEIVED,176.53,2025-09-04 15:43:20.188659450,2025-10-24 15:43:20.188659450
CB000375,TXN00137659,SUBSCRIPTION_CANCELLED,29.5,2025-10-02 20:34:46.321867921,2025-11-18 20:34:46.321867921
CB000376,TXN00138108,DUPLICATE,75.81,2025-08-28 11:56:21.077862061,2025-09-29 11:56:21.077862061
CB000377,TXN00139244,PRODUCT_NOT_RECEIVED,58.19,2025-09-05 23:04:21.567047599,2025-09-15 23:04:21.567047599
CB000378,TXN00139849,SUBSCRIPTION_CANCELLED,7.66,2025-10-12 18:39:35.607515902,2025-10-25 18:39:35.607515902
CB000379,TXN00141439,AUTHORISATION,25169.72,2025-09-15 21:45:58.919002696,2025-10-26 21:45:58.919002696
CB000380,TXN00141625,PRODUCT_NOT_RECEIVED,2059.89,2025-10-23 03:41:31.260182782,
CB000381,TXN00141985,FRAUD,241.98,2025-09-30 14:21:19.638251963,
CB000382,TXN00142490,FRAUD,2592.16,2025-09-09 07:32:56.629321701,
CB000383,TXN00142933,AUTHORISATION,4470.76,2025-09-08 21:27:15.097133705,2025-10-06 21:27:15.097133705
CB000384,TXN00144259,FRAUD,5433.28,2025-09-26 17:23:04.194289036,2025-10-20 17:23:04.194289036
CB000385,TXN00144491,DUPLICATE,17.02,2025-10-20 23:48:35.415054977,2025-12-06 23:48:35.415054977
CB000386,TXN00144537,FRAUD,56.24,2025-09-03 01:19:43.872172311,
CB000387,TXN00144574,FRAUD,146.71,2025-10-16 02:09:01.600540002,2025-11-18 02:09:01.600540002
CB000388,TXN00145024,FRAUD,1441.98,2025-10-02 15:53:43.075894906,
CB000389,TXN00145304,FRAUD,1884.0,2025-09-11 01:54:14.544575080,
CB000390,TXN00146332,FRAUD,68.79,2025-09-15 11:15:55.346060450,2025-10-18 11:15:55.346060450
CB000391,TXN00147260,FRAUD,7.56,2025-09-05 16:48:42.485483729,2025-09-22 16:48:42.485483729
CB000392,TXN00147449,PRODUCT_NOT_RECEIVED,3319.43,2025-10-02 23:21:27.825054406,2025-10-25 23:21:27.825054406
CB000393,TXN00148325,FRAUD,120.91,2025-10-17 03:54:17.255820553,2025-11-23 03:54:17.255820553
CB000394,TXN00148819,PRODUCT_NOT_RECEIVED,6220.37,2025-10-10 19:27:34.223689027,2025-10-28 19:27:34.223689027
CB000395,TXN00148908,FRAUD,7.66,2025-09-06 22:15:11.706196464,2025-09-16 22:15:11.706196464
CB000396,TXN00148914,SUBSCRIPTION_CANCELLED,8.38,2025-10-03 22:27:32.289157401,2025-10-23 22:27:32.289157401
CB000397,TXN00148980,SUBSCRIPTION_CANCELLED,3421.27,2025-10-14 00:30:14.611804259,2025-11-22 00:30:14.611804259
CB000398,TXN00150665,PRODUCT_NOT_RECEIVED,1502.09,2025-09-20 08:19:05.812165242,2025-11-03 08:19:05.812165242
CB000399,TXN00150720,SUBSCRIPTION_CANCELLED,6016.45,2025-10-30 10:11:42.550170978,2025-11-19 10:11:42.550170978
CB000400,TXN00151024,SUBSCRIPTION_CANCELLED,85.78,2025-10-18 20:14:04.889174916,
CB000401,TXN00151350,FRAUD,5.21,2025-10-25 06:41:31.606772375,2025-12-12 06:41:31.606772375
CB000402,TXN00151471,FRAUD,1400.31,2025-09-14 10:52:55.634239531,2025-10-06 10:52:55.634239531
CB000403,TXN00151772,FRAUD,15.12,2025-09-30 19:12:23.319827384,2025-10-16 19:12:23.319827384
CB000404,TXN00151983,PRODUCT_NOT_RECEIVED,3169.67,2025-09-24 01:38:41.626057283,2025-10-21 01:38:41.626057283
CB000405,TXN00152166,PRODUCT_NOT_RECEIVED,1995.43,2025-10-29 07:52:55.124844074,
CB000406,TXN00152233,PRODUCT_NOT_RECEIVED,45.33,2025-09-29 10:08:24.727918261,2025-10-29 10:08:24.727918261
CB000407,TXN00152261,FRAUD,94.63,2025-09-11 10:49:30.100996993,2025-11-09 10:49:30.100996993
CB000408,TXN00152584,FRAUD,36.39,2025-10-26 21:21:39.693046944,2025-11-24 21:21:39.693046944
CB000409,TXN00152679,PRODUCT_NOT_RECEIVED,54.15,2025-09-20 00:00:55.026759653,2025-10-24 00:00:55.026759653
CB000410,TXN00152753,AUTHORISATION,130.28,2025-09-23 02:06:24.490041433,2025-10-07 02:06:24.490041433
CB000411,TXN00152838,FRAUD,8.13,2025-11-08 04:51:02.917931381,
CB000412,TXN00153266,SUBSCRIPTION_CANCELLED,3561.54,2025-10-24 19:06:13.100305453,2025-11-09 19:06:13.100305453
CB000413,TXN00154077,PRODUCT_NOT_RECEIVED,66.16,2025-10-24 22:25:28.141291387,2025-12-08 22:25:28.141291387
CB000414,TXN00154379,FRAUD,2137.94,2025-10-04 08:36:21.147930755,2025-12-02 08:36:21.147930755
CB000415,TXN00154706,FRAUD,3002.33,2025-10-08 19:09:43.701396216,
CB000416,TXN00155807,FRAUD,1289.55,2025-10-16 07:18:02.849970444,2025-12-05 07:18:02.849970444
CB000417,TXN00156173,AUTHORISATION,738.29,2025-09-18 18:42:07.441439561,2025-10-06 18:42:07.441439561
CB000418,TXN00156400,FRAUD,2651.01,2025-10-23 02:20:46.010442764,2025-11-07 02:20:46.010442764
CB000419,TXN00157082,PRODUCT_NOT_RECEIVED,1518.01,2025-10-25 21:54:58.712841612,2025-11-11 21:54:58.712841612
CB000420,TXN00157518,PRODUCT_NOT_RECEIVED,8017.65,2025-11-09 12:03:56.493115411,2025-12-24 12:03:56.493115411
CB000421,TXN00157837,PRODUCT_NOT_RECEIVED,6284.77,2025-09-30 20:36:30.564976358,2025-10-10 20:36:30.564976358
CB000422,TXN00158605,FRAUD,9427.46,2025-11-07 19:38:40.017392306,2025-12-08 19:38:40.017392306
CB000423,TXN00158682,AUTHORISATION,1505.74,2025-10-11 22:14:02.719655603,2025-11-25 22:14:02.719655603
CB000424,TXN00158828,PRODUCT_NOT_RECEIVED,879.41,2025-11-08 02:46:49.426207798,2025-11-18 02:46:49.426207798
CB000425,TXN00159266,SUBSCRIPTION_CANCELLED,56.07,2025-11-11 15:54:24.931661929,2025-12-07 15:54:24.931661929
CB000426,TXN00159333,SUBSCRIPTION_CANCELLED,1296.82,2025-10-18 17:53:08.040900494,2025-12-03 17:53:08.040900494
CB000427,TXN00160540,FRAUD,22.48,2025-11-07 07:30:22.026028518,
CB000428,TXN00161224,FRAUD,17.08,2025-11-19 02:49:59.886625026,2026-01-17 02:49:59.886625026
CB000429,TXN00161366,FRAUD,52.87,2025-11-06 06:38:05.335858989,2025-12-06 06:38:05.335858989
CB000430,TXN00161447,FRAUD,335.16,2025-10-28 08:56:36.917795271,2025-11-13 08:56:36.917795271
CB000431,TXN00163056,PRODUCT_NOT_RECEIVED,1817.53,2025-10-18 09:18:04.197675179,2025-10-30 09:18:04.197675179
CB000432,TXN00163089,FRAUD,7656.04,2025-10-18 09:57:43.877058889,2025-10-31 09:57:43.877058889
CB000433,TXN00163161,PRODUCT_NOT_RECEIVED,187.48,2025-10-02 12:13:56.050618850,2025-11-07 12:13:56.050618850
CB000434,TXN00163508,FRAUD,30.56,2025-09-29 22:06:34.289080372,2025-10-15 22:06:34.289080372
CB000435,TXN00163970,FRAUD,214.15,2025-10-03 12:05:03.539035465,
CB000436,TXN00164148,DUPLICATE,14.43,2025-09-28 17:42:52.279924888,2025-10-10 17:42:52.279924888
CB000437,TXN00164182,PRODUCT_NOT_RECEIVED,42.73,2025-10-16 18:35:16.019544377,2025-10-31 18:35:16.019544377
CB000438,TXN00164391,FRAUD,6.91,2025-11-06 01:16:29.771108986,
CB000439,TXN00164722,DUPLICATE,97.42,2025-11-20 11:08:55.313752028,2025-12-06 11:08:55.313752028
CB000440,TXN00165297,PRODUCT_NOT_RECEIVED,34.4,2025-11-22 04:27:02.123683310,2026-01-06 04:27:02.123683310
CB000441,TXN00165516,AUTHORISATION,5028.31,2025-10-19 10:48:04.233826852,
CB000442,TXN00165614,PRODUCT_NOT_RECEIVED,69.38,2025-10-25 13:25:41.259767892,2025-11-06 13:25:41.259767892
CB000443,TXN00166056,FRAUD,1945.15,2025-11-03 02:38:05.303129371,2025-11-21 02:38:05.303129371
CB000444,TXN00166613,FRAUD,11.13,2025-10-22 19:19:09.713155207,
CB000445,TXN00166905,FRAUD,30.3,2025-10-08 03:44:58.333515836,2025-12-02 03:44:58.333515836
CB000446,TXN00167139,SUBSCRIPTION_CANCELLED,22.2,2025-10-02 10:36:49.974306895,
CB000447,TXN00167740,DUPLICATE,4264.92,2025-10-08 05:08:09.105462124,2025-11-24 05:08:09.105462124
CB000448,TXN00168090,FRAUD,16.6,2025-10-26 15:58:28.816893543,2025-11-20 15:58:28.816893543
CB000449,TXN00169252,SUBSCRIPTION_CANCELLED,1989.09,2025-10-06 03:23:52.082013888,2025-10-21 03:23:52.082013888
CB000450,TXN00169853,FRAUD,11.2,2025-10-04 21:54:38.858249097,
CB000451,TXN00169910,FRAUD,232.26,2025-10-23 23:42:49.662237241,2025-11-26 23:42:49.662237241
CB000452,TXN00170592,FRAUD,218.13,2025-10-08 19:39:51.864339430,2025-11-11 19:39:51.864339430
CB000453,TXN00170689,SUBSCRIPTION_CANCELLED,40.38,2025-10-26 22:44:03.630698136,2025-12-01 22:44:03.630698136
CB000454,TXN00170802,FRAUD,4254.6,2025-10-26 02:04:20.446944983,2025-11-18 02:04:20.446944983
CB000455,TXN00172610,FRAUD,25.29,2025-10-22 07:09:18.370546238,2025-11-06 07:09:18.370546238
CB000456,TXN00172718,FRAUD,2370.3,2025-10-22 10:04:13.570801270,2025-12-03 10:04:13.570801270
CB000457,TXN00172801,FRAUD,1121.9,2025-10-16 12:19:17.333552249,2025-12-12 12:19:17.333552249
CB000458,TXN00173118,DUPLICATE,5.47,2025-10-21 21:26:45.417085049,2025-11-25 21:26:45.417085049
CB000459,TXN00173242,FRAUD,6.5,2025-11-07 01:01:56.821185287,2025-12-26 01:01:56.821185287
CB000460,TXN00173413,FRAUD,1957.44,2025-11-08 06:02:59.752295820,2025-12-17 06:02:59.752295820
CB000461,TXN00173601,FRAUD,25.33,2025-11-01 11:20:43.695099867,2025-11-25 11:20:43.695099867
CB000462,TXN00173725,PRODUCT_NOT_RECEIVED,1322.25,2025-11-17 15:04:35.872378011,2025-12-01 15:04:35.872378011
CB000463,TXN00173737,FRAUD,22.88,2025-10-12 15:31:30.736820687,2025-11-17 15:31:30.736820687
CB000464,TXN00173752,FRAUD,64.72,2025-11-03 15:57:37.683951270,2025-12-01 15:57:37.683951270
CB000465,TXN00173798,FRAUD,87.25,2025-11-26 17:28:34.546292180,2026-01-08 17:28:34.546292180
CB000466,TXN00173809,PRODUCT_NOT_RECEIVED,100.55,2025-10-22 17:45:30.711921541,
CB000467,TXN00174335,DUPLICATE,130.52,2025-10-09 08:12:14.733637514,2025-10-27 08:12:14.733637514
CB000468,TXN00174771,DUPLICATE,20.77,2025-10-25 20:23:55.760719157,
CB000469,TXN00175400,FRAUD,53.56,2025-11-21 15:42:00.217769035,2025-12-02 15:42:00.217769035
CB000470,TXN00175715,DUPLICATE,3687.3,2025-12-07 01:39:45.772170523,2026-01-24 01:39:45.772170523
CB000471,TXN00175747,FRAUD,39.05,2025-11-26 02:29:14.962456278,2025-12-16 02:29:14.962456278
CB000472,TXN00175947,FRAUD,33.83,2025-10-15 09:12:23.692791688,2025-11-06 09:12:23.692791688
CB000473,TXN00176410,PRODUCT_NOT_RECEIVED,4044.79,2025-11-13 23:26:12.712356268,
CB000474,TXN00176820,FRAUD,84.23,2025-11-26 11:09:09.279429606,2025-12-21 11:09:09.279429606
CB000475,TXN00177441,DUPLICATE,15.85,2025-10-19 06:24:03.353276836,2025-11-08 06:24:03.353276836
CB000476,TXN00177894,DUPLICATE,29.03,2025-11-23 19:25:27.145853852,2025-12-21 19:25:27.145853852
CB000477,TXN00178066,SUBSCRIPTION_CANCELLED,17100.5,2025-10-27 00:13:20.395358554,
CB000478,TXN00178082,DUPLICATE,155.11,2025-10-26 00:36:27.216075503,
CB000479,TXN00178805,FRAUD,3207.93,2025-11-02 21:43:22.936248208,2025-12-26 21:43:22.936248208
CB000480,TXN00179302,DUPLICATE,139.49,2025-10-18 12:49:53.609389652,
CB000481,TXN00179315,PRODUCT_NOT_RECEIVED,57.09,2025-10-26 13:20:03.019286896,2025-11-27 13:20:03.019286896
CB000482,TXN00179655,FRAUD,1285.98,2025-11-10 22:58:22.904590280,2025-11-23 22:58:22.904590280
CB000483,TXN00180016,DUPLICATE,82.18,2025-10-17 10:27:53.192251544,
CB000484,TXN00180282,FRAUD,12.29,2025-11-01 18:42:04.436561989,2025-11-29 18:42:04.436561989
CB000485,TXN00180909,FRAUD,25668.78,2025-10-29 12:09:23.425058996,2025-12-26 12:09:23.425058996
CB000486,TXN00181348,AUTHORISATION,4014.62,2025-10-17 01:40:59.007584903,2025-12-09 01:40:59.007584903
CB000487,TXN00181483,PRODUCT_NOT_RECEIVED,190.75,2025-12-13 05:43:38.684188344,
CB000488,TXN00181691,AUTHORISATION,1261.24,2025-12-05 12:24:56.672290408,2025-12-26 12:24:56.672290408
CB000489,TXN00181700,FRAUD,1653.87,2025-10-29 12:47:30.421957824,2025-12-02 12:47:30.421957824
CB000490,TXN00182379,SUBSCRIPTION_CANCELLED,9.31,2025-12-16 08:13:22.656238633,2026-01-09 08:13:22.656238633
