transaction_id,event_type,event_time,processing_ms,ingestion_time
TXN00000074,CREATED,2025-01-01 03:51:22.678266158,57,2025-01-01 04:02:33.678266158
TXN00000074,AUTHORIZED,2025-01-01 03:51:22.753932825,57,2025-01-01 03:52:20.753932825
TXN00000074,CAPTURED,2025-01-01 03:51:22.829599491,57,2025-01-01 03:58:14.829599491
TXN00000074,SETTLED,2025-01-02 03:51:22.905266158,57,2025-01-02 04:05:19.905266158
TXN00000075,CREATED,2025-01-01 03:52:07.639661606,85,2025-01-01 04:01:05.639661606
TXN00000075,AUTHORIZED,2025-01-01 03:52:07.752661606,85,2025-01-01 03:59:22.752661606
TXN00000075,CAPTURED,2025-01-01 03:52:07.865661606,85,2025-01-01 04:05:35.865661606
TXN00000075,SETTLED,2025-01-02 03:52:07.978661606,85,2025-01-09 03:52:07.978661606
TXN00000076,CREATED,2025-01-01 03:54:18.016890612,399,2025-01-01 04:07:32.016890612
TXN00000076,DECLINED,2025-01-01 03:54:18.814890612,399,2025-01-01 04:06:59.814890612
TXN00000077,CREATED,2025-01-01 03:55:59.133273699,194,2025-01-01 03:58:07.133273699
TXN00000077,AUTHORIZED,2025-01-01 03:55:59.392273699,194,2025-01-01 04:02:26.392273699
TXN00000077,CAPTURED,2025-01-01 03:55:59.651273699,194,2025-01-01 04:03:28.651273699
TXN00000077,SETTLED,2025-01-02 03:55:59.910273699,194,2025-01-02 04:02:35.910273699
TXN00000078,CREATED,2025-01-01 03:56:01.117414603,107,2025-01-01 04:06:21.117414603
TXN00000078,AUTHORIZED,2025-01-01 03:56:01.260081270,107,2025-01-01 04:03:46.260081270
TXN00000078,CAPTURED,2025-01-01 03:56:01.402747936,107,2025-01-01 04:09:35.402747936
TXN00000078,SETTLED,2025-01-03 03:56:01.545414603,107,2025-01-03 04:08:31.545414603
TXN00000079,CREATED,2025-01-01 03:58:09.016698298,113,2025-01-01 04:12:00.016698298
TXN00000079,AUTHORIZED,2025-01-01 03:58:09.167031631,113,2025-01-01 04:08:45.167031631
TXN00000079,CAPTURED,2025-01-01 03:58:09.317364965,113,2025-01-01 04:08:09.317364965
TXN00000079,SETTLED,2025-01-02 03:58:09.467698298,113,2025-01-06 03:58:09.467698298
TXN00000080,CREATED,2025-01-01 03:58:20.868982236,245,2025-01-01 04:05:02.868982236
TXN00000080,AUTHORIZED,2025-01-01 03:58:21.195982236,245,2025-01-01 04:10:13.195982236
TXN00000080,CAPTURED,2025-01-01 03:58:21.522982236,245,2025-01-01 04:12:53.522982236
TXN00000080,SETTLED,2025-01-03 03:58:21.849982236,245,2025-01-03 04:09:18.849982236
TXN00000081,CREATED,2025-01-01 04:05:34.020549886,134,2025-01-01 04:12:00.020549886
TXN00000081,AUTHORIZED,2025-01-01 04:05:34.199549886,134,2025-01-01 04:15:32.199549886
TXN00000081,CAPTURED,2025-01-01 04:05:34.378549886,134,2025-01-01 04:17:43.378549886
TXN00000081,SETTLED,2025-01-03 04:05:34.557549886,134,2025-01-03 04:09:58.557549886
TXN00000082,CREATED,2025-01-01 04:12:56.063577853,34,2025-01-01 04:26:30.063577853
TXN00000082,AUTHORIZED,2025-01-01 04:12:56.108577853,34,2025-01-01 04:25:38.108577853
TXN00000082,CAPTURED,2025-01-01 04:12:56.153577853,34,2025-01-01 04:26:01.153577853
TXN00000082,SETTLED,2025-01-02 04:12:56.198577853,34,2025-01-02 04:16:59.198577853
TXN00000083,CREATED,2025-01-01 04:14:30.867199715,127,2025-01-01 04:15:24.867199715
TXN00000083,AUTHORIZED,2025-01-01 04:14:31.036866382,127,2025-01-01 04:28:05.036866382
TXN00000083,CAPTURED,2025-01-01 04:14:31.206533048,127,2025-01-01 04:17:14.206533048
TXN00000083,SETTLED,2025-01-02 04:14:31.376199715,127,2025-01-02 04:25:29.376199715
TXN00000084,CREATED,2025-01-01 04:15:11.782658357,98,2025-01-01 04:20:51.782658357
TXN00000084,AUTHORIZED,2025-01-01 04:15:11.913325023,98,2025-01-01 04:23:24.913325023
TXN00000084,CAPTURED,2025-01-01 04:15:12.043991690,98,2025-01-01 04:25:39.043991690
TXN00000084,SETTLED,2025-01-03 04:15:12.174658357,98,2025-01-03 04:22:08.174658357
TXN00000085,CREATED,2025-01-01 04:15:59.015217491,54,2025-01-01 04:30:43.015217491
TXN00000085,AUTHORIZED,2025-01-01 04:15:59.086550824,54,2025-01-01 04:19:24.086550824
TXN00000085,CAPTURED,2025-01-01 04:15:59.157884158,54,2025-01-01 04:25:05.157884158
TXN00000085,SETTLED,2025-01-02 04:15:59.229217491,54,2025-01-02 04:20:31.229217491
TXN00000086,CREATED,2025-01-01 04:16:04.801165888,78,2025-01-01 04:24:08.801165888
TXN00000086,AUTHORIZED,2025-01-01 04:16:04.905165888,78,2025-01-01 04:19:12.905165888
TXN00000086,CAPTURED,2025-01-01 04:16:05.009165888,78,2025-01-01 04:23:41.009165888
TXN00000086,SETTLED,2025-01-03 04:16:05.113165888,78,2025-01-03 04:22:16.113165888
TXN00000087,CREATED,2025-01-01 04:22:39.069618672,40,2025-01-01 04:32:34.069618672
TXN00000087,AUTHORIZED,2025-01-01 04:22:39.122952005,40,2025-01-01 04:27:59.122952005
TXN00000087,CAPTURED,2025-01-01 04:22:39.176285339,40,2025-01-01 04:31:49.176285339
TXN00000087,SETTLED,2025-01-03 04:22:39.229618672,40,2025-01-03 04:33:27.229618672
TXN00000088,CREATED,2025-01-01 04:25:41.379272412,85,2025-01-01 04:33:12.379272412
TXN00000088,AUTHORIZED,2025-01-01 04:25:41.492939079,85,2025-01-01 04:34:51.492939079
TXN00000088,CAPTURED,2025-01-01 04:25:41.606605745,85,2025-01-01 04:26:31.606605745
TXN00000088,SETTLED,2025-01-03 04:25:41.720272412,85,2025-01-03 04:26:19.720272412
TXN00000089,CREATED,2025-01-01 04:25:51.576186634,86,2025-01-01 04:37:25.576186634
TXN00000089,AUTHORIZED,2025-01-01 04:25:51.690186634,86,2025-01-01 04:29:56.690186634
TXN00000089,CAPTURED,2025-01-01 04:25:51.804186634,86,2025-01-01 04:32:47.804186634
TXN00000089,SETTLED,2025-01-02 04:25:51.918186634,86,2025-01-02 04:32:26.918186634
TXN00000090,CREATED,2025-01-01 04:28:21.235343283,141,2025-01-01 04:39:37.235343283
TXN00000090,AUTHORIZED,2025-01-01 04:28:21.423343283,141,2025-01-01 04:39:48.423343283
TXN00000090,CAPTURED,2025-01-01 04:28:21.611343283,141,2025-01-01 04:34:59.611343283
TXN00000090,SETTLED,2025-01-03 04:28:21.799343283,141,2025-01-03 04:35:14.799343283
TXN00000091,CREATED,2025-01-01 04:29:58.286037578,175,2025-01-01 04:38:42.286037578
TXN00000091,AUTHORIZED,2025-01-01 04:29:58.519370911,175,2025-01-01 04:36:07.519370911
TXN00000091,CAPTURED,2025-01-01 04:29:58.752704245,175,2025-01-01 04:42:49.752704245
TXN00000091,SETTLED,2025-01-02 04:29:58.986037578,175,2025-01-02 04:39:38.986037578
TXN00000092,CREATED,2025-01-01 04:34:03.153887698,106,2025-01-01 04:38:43.153887698
TXN00000092,AUTHORIZED,2025-01-01 04:34:03.294887698,106,2025-01-01 04:46:14.294887698
TXN00000092,CAPTURED,2025-01-01 04:34:03.435887698,106,2025-01-01 04:37:10.435887698
TXN00000092,SETTLED,2025-01-02 04:34:03.576887698,106,2025-01-02 04:48:52.576887698
TXN00000093,CREATED,2025-01-01 04:36:13.180683758,81,2025-01-01 04:48:21.180683758
TXN00000093,AUTHORIZED,2025-01-01 04:36:13.288350425,81,2025-01-01 04:49:08.288350425
TXN00000093,CAPTURED,2025-01-01 04:36:13.396017091,81,2025-01-01 04:37:10.396017091
TXN00000093,SETTLED,2025-01-02 04:36:13.503683758,81,2025-01-02 04:37:55.503683758
TXN00000094,CREATED,2025-01-01 04:38:06.325434836,136,2025-01-01 04:51:08.325434836
TXN00000094,DECLINED,2025-01-01 04:38:06.596434836,136,2025-01-01 04:38:55.596434836
TXN00000095,CREATED,2025-01-01 04:39:41.586065823,25,2025-01-01 04:53:01.586065823
TXN00000095,AUTHORIZED,2025-01-01 04:39:41.619399156,25,2025-01-01 04:50:37.619399156
TXN00000095,CAPTURED,2025-01-01 04:39:41.652732490,25,2025-01-01 04:44:38.652732490
TXN00000095,SETTLED,2025-01-03 04:39:41.686065823,25,2025-01-03 04:54:34.686065823
TXN00000096,CREATED,2025-01-01 04:40:35.814687878,70,2025-01-01 04:46:39.814687878
TXN00000096,AUTHORIZED,2025-01-01 04:40:35.908021211,70,2025-01-01 04:41:27.908021211
TXN00000096,CAPTURED,2025-01-01 04:40:36.001354545,70,2025-01-01 04:55:29.001354545
TXN00000096,SETTLED,2025-01-02 04:40:36.094687878,70,2025-01-02 04:46:28.094687878
TXN00000097,CREATED,2025-01-01 05:02:19.920916381,116,2025-01-01 05:17:12.920916381
TXN00000097,AUTHORIZED,2025-01-01 05:02:20.074916381,116,2025-01-01 05:10:10.074916381
TXN00000097,CAPTURED,2025-01-01 05:02:20.228916381,116,2025-01-01 05:10:41.228916381
TXN00000097,SETTLED,2025-01-02 05:02:20.382916381,116,2025-01-04 05:02:20.382916381
TXN00000098,CREATED,2025-01-01 05:03:09.811807790,206,2025-01-01 05:11:03.811807790
TXN00000098,AUTHORIZED,2025-01-01 05:03:10.085807790,206,2025-01-01 05:10:47.085807790
TXN00000098,CAPTURED,2025-01-01 05:03:10.359807790,206,2025-01-01 05:07:09.359807790
TXN00000098,SETTLED,2025-01-02 05:03:10.633807790,206,2025-01-02 05:14:43.633807790
TXN00000099,CREATED,2025-01-01 05:05:10.532917706,96,2025-01-01 05:17:50.532917706
TXN00000099,AUTHORIZED,2025-01-01 05:05:10.660584373,96,2025-01-01 05:11:51.660584373
TXN00000099,CAPTURED,2025-01-01 05:05:10.788251039,96,2025-01-01 05:09:38.788251039
TXN00000099,SETTLED,2025-01-02 05:05:10.915917706,96,2025-01-02 05:14:17.915917706
TXN00000100,CREATED,2025-01-01 05:07:41.514644317,54,2025-01-01 05:12:10.514644317
TXN00000100,AUTHORIZED,2025-01-01 05:07:41.586310984,54,2025-01-01 05:11:15.586310984
TXN00000100,CAPTURED,2025-01-01 05:07:41.657977650,54,2025-01-01 05:10:33.657977650
TXN00000100,SETTLED,2025-01-02 05:07:41.729644317,54,2025-01-02 05:20:16.729644317
TXN00000101,CREATED,2025-01-01 05:11:19.423950918,71,2025-01-01 05:16:26.423950918
TXN00000101,AUTHORIZED,2025-01-01 05:11:19.518950918,71,2025-01-01 05:24:29.518950918
TXN00000101,CAPTURED,2025-01-01 05:11:19.613950918,71,2025-01-01 05:25:57.613950918
TXN00000101,SETTLED,2025-01-03 05:11:19.708950918,71,2025-01-03 05:22:35.708950918
TXN00000102,CREATED,2025-01-01 05:12:02.975751269,44,2025-01-01 05:17:18.975751269
TXN00000102,AUTHORIZED,2025-01-01 05:12:03.033751269,44,2025-01-01 05:17:43.033751269
TXN00000102,CAPTURED,2025-01-01 05:12:03.091751269,44,2025-01-01 05:17:41.091751269
TXN00000102,SETTLED,2025-01-03 05:12:03.149751269,44,2025-01-03 05:25:56.149751269
TXN00000103,CREATED,2025-01-01 05:14:53.191554302,31,2025-01-01 05:29:26.191554302
TXN00000103,AUTHORIZED,2025-01-01 05:14:53.232554302,31,2025-01-01 05:24:13.232554302
TXN00000103,CAPTURED,2025-01-01 05:14:53.273554302,31,2025-01-01 05:19:02.273554302
TXN00000103,SETTLED,2025-01-03 05:14:53.314554302,31,2025-01-03 05:22:31.314554302
TXN00000104,CREATED,2025-01-01 05:14:58.645181557,146,2025-01-01 05:19:33.645181557
TXN00000104,AUTHORIZED,2025-01-01 05:14:58.839514890,146,2025-01-01 05:24:57.839514890
TXN00000104,CAPTURED,2025-01-01 05:14:59.033848224,146,2025-01-01 05:23:07.033848224
TXN00000104,SETTLED,2025-01-03 05:14:59.228181557,146,2025-01-03 05:25:16.228181557
TXN00000105,CREATED,2025-01-01 05:15:45.944998072,76,2025-01-01 05:16:29.944998072
TXN00000105,AUTHORIZED,2025-01-01 05:15:46.045998072,76,2025-01-01 05:23:38.045998072
TXN00000105,CAPTURED,2025-01-01 05:15:46.146998072,76,2025-01-01 05:30:17.146998072
TXN00000105,SETTLED,2025-01-02 05:15:46.247998072,76,2025-01-02 05:30:45.247998072
TXN00000106,CREATED,2025-01-01 05:21:07.595957788,172,2025-01-01 05:30:50.595957788
TXN00000106,AUTHORIZED,2025-01-01 05:21:07.825624455,172,2025-01-01 05:29:31.825624455
TXN00000106,CAPTURED,2025-01-01 05:21:08.055291121,172,2025-01-01 05:22:47.055291121
TXN00000106,SETTLED,2025-01-02 05:21:08.284957788,172,2025-01-02 05:32:04.284957788
TXN00000107,CREATED,2025-01-01 05:22:49.629883670,58,2025-01-01 05:24:59.629883670
TXN00000107,AUTHORIZED,2025-01-01 05:22:49.707883670,58,2025-01-01 05:33:49.707883670
TXN00000107,CAPTURED,2025-01-01 05:22:49.785883670,58,2025-01-01 05:24:34.785883670
TXN00000107,SETTLED,2025-01-02 05:22:49.863883670,58,2025-01-02 05:28:07.863883670
TXN00000108,CREATED,2025-01-01 05:23:38.751750018,94,2025-01-01 05:24:46.751750018
TXN00000108,AUTHORIZED,2025-01-01 05:23:38.876416685,94,2025-01-01 05:30:46.876416685
TXN00000108,CAPTURED,2025-01-01 05:23:39.001083351,94,2025-01-01 05:29:49.001083351
TXN00000108,SETTLED,2025-01-02 05:23:39.125750018,94,2025-01-02 05:32:27.125750018
TXN00000109,CREATED,2025-01-01 05:25:50.508697238,86,2025-01-01 05:35:38.508697238
TXN00000109,AUTHORIZED,2025-01-01 05:25:50.624030571,86,2025-01-01 05:28:43.624030571
TXN00000109,CAPTURED,2025-01-01 05:25:50.739363905,86,2025-01-01 05:38:14.739363905
TXN00000109,SETTLED,2025-01-02 05:25:50.854697238,86,2025-01-05 05:25:50.854697238
TXN00000110,CREATED,2025-01-01 05:27:40.072521400,122,2025-01-01 05:31:59.072521400
TXN00000110,AUTHORIZED,2025-01-01 05:27:40.234521400,122,2025-01-01 05:38:06.234521400
TXN00000110,CAPTURED,2025-01-01 05:27:40.396521400,122,2025-01-01 05:39:29.396521400
TXN00000110,SETTLED,2025-01-02 05:27:40.558521400,122,2025-01-02 05:37:01.558521400
TXN00000111,CREATED,2025-01-01 05:28:26.394563203,238,2025-01-01 05:38:38.394563203
TXN00000111,AUTHORIZED,2025-01-01 05:28:26.711229870,238,2025-01-01 05:37:21.711229870
TXN00000111,CAPTURED,2025-01-01 05:28:27.027896536,238,2025-01-01 05:30:19.027896536
TXN00000111,SETTLED,2025-01-03 05:28:27.344563203,238,2025-01-03 05:29:59.344563203
TXN00000112,CREATED,2025-01-01 05:29:55.783976425,46,2025-01-01 05:31:24.783976425
TXN00000112,AUTHORIZED,2025-01-01 05:29:55.844976425,46,2025-01-01 05:34:27.844976425
TXN00000112,CAPTURED,2025-01-01 05:29:55.905976425,46,2025-01-01 05:35:58.905976425
TXN00000112,SETTLED,2025-01-02 05:29:55.966976425,46,2025-01-06 05:29:55.966976425
TXN00000113,CREATED,2025-01-01 05:30:18.783279367,37,2025-01-01 05:36:05.783279367
TXN00000113,AUTHORIZED,2025-01-01 05:30:18.832279367,37,2025-01-01 05:41:36.832279367
TXN00000113,CAPTURED,2025-01-01 05:30:18.881279367,37,2025-01-01 05:41:36.881279367
TXN00000113,SETTLED,2025-01-02 05:30:18.930279367,37,2025-01-09 05:30:18.930279367
TXN00000114,CREATED,2025-01-01 05:36:47.140453291,88,2025-01-01 05:41:32.140453291
TXN00000114,AUTHORIZED,2025-01-01 05:36:47.257786624,88,2025-01-01 05:45:31.257786624
TXN00000114,CAPTURED,2025-01-01 05:36:47.375119958,88,2025-01-01 05:37:20.375119958
TXN00000114,SETTLED,2025-01-02 05:36:47.492453291,88,2025-01-02 05:44:08.492453291
TXN00000115,CREATED,2025-01-01 05:36:51.366359004,66,2025-01-01 05:48:57.366359004
TXN00000115,AUTHORIZED,2025-01-01 05:36:51.455025671,66,2025-01-01 05:43:29.455025671
TXN00000115,CAPTURED,2025-01-01 05:36:51.543692337,66,2025-01-01 05:50:12.543692337
TXN00000115,SETTLED,2025-01-03 05:36:51.632359004,66,2025-01-03 05:42:10.632359004
TXN00000116,CREATED,2025-01-01 05:37:22.250740132,60,2025-01-01 05:44:14.250740132
TXN00000116,AUTHORIZED,2025-01-01 05:37:22.330740132,60,2025-01-01 05:37:42.330740132
TXN00000116,CAPTURED,2025-01-01 05:37:22.410740132,60,2025-01-01 05:47:26.410740132
TXN00000116,SETTLED,2025-01-03 05:37:22.490740132,60,2025-01-03 05:47:36.490740132
TXN00000117,CREATED,2025-01-01 05:40:05.671684249,61,2025-01-01 05:48:06.671684249
TXN00000117,AUTHORIZED,2025-01-01 05:40:05.753017582,61,2025-01-01 05:46:05.753017582
TXN00000117,CAPTURED,2025-01-01 05:40:05.834350916,61,2025-01-01 05:50:24.834350916
TXN00000117,SETTLED,2025-01-02 05:40:05.915684249,61,2025-01-07 05:40:05.915684249
TXN00000118,CREATED,2025-01-01 05:40:12.587752205,58,2025-01-01 05:43:11.587752205
TXN00000118,AUTHORIZED,2025-01-01 05:40:12.664752205,58,2025-01-01 05:43:08.664752205
TXN00000118,CAPTURED,2025-01-01 05:40:12.741752205,58,2025-01-01 05:43:44.741752205
TXN00000118,SETTLED,2025-01-02 05:40:12.818752205,58,2025-01-02 05:42:40.818752205
TXN00000119,CREATED,2025-01-01 05:41:53.677610259,60,2025-01-01 05:53:19.677610259
TXN00000119,AUTHORIZED,2025-01-01 05:41:53.757943592,60,2025-01-01 05:56:29.757943592
TXN00000119,CAPTURED,2025-01-01 05:41:53.838276926,60,2025-01-01 05:46:55.838276926
TXN00000119,SETTLED,2025-01-02 05:41:53.918610259,60,2025-01-02 05:43:41.918610259
TXN00000120,CREATED,2025-01-01 05:42:23.884954038,198,2025-01-01 05:42:46.884954038
TXN00000120,AUTHORIZED,2025-01-01 05:42:24.148954038,198,2025-01-01 05:55:21.148954038
TXN00000120,CAPTURED,2025-01-01 05:42:24.412954038,198,2025-01-01 05:54:12.412954038
TXN00000120,SETTLED,2025-01-02 05:42:24.676954038,198,2025-01-02 05:46:00.676954038
TXN00000121,CREATED,2025-01-01 05:42:46.424838440,132,2025-01-01 05:51:22.424838440
TXN00000121,AUTHORIZED,2025-01-01 05:42:46.601505107,132,2025-01-01 05:53:52.601505107
TXN00000121,CAPTURED,2025-01-01 05:42:46.778171773,132,2025-01-01 05:53:36.778171773
TXN00000121,SETTLED,2025-01-03 05:42:46.954838440,132,2025-01-03 05:50:48.954838440
TXN00000122,CREATED,2025-01-01 05:47:14.707234943,46,2025-01-01 05:51:07.707234943
TXN00000122,AUTHORIZED,2025-01-01 05:47:14.769234943,46,2025-01-01 05:50:14.769234943
TXN00000122,CAPTURED,2025-01-01 05:47:14.831234943,46,2025-01-01 05:52:00.831234943
TXN00000122,SETTLED,2025-01-02 05:47:14.893234943,46,2025-01-02 05:54:45.893234943
TXN00000123,CREATED,2025-01-01 05:49:15.937130635,288,2025-01-01 06:00:12.937130635
TXN00000123,AUTHORIZED,2025-01-01 05:49:16.368630635,288,2025-01-01 05:50:16.368630635
TXN00000123,FAILED,2025-01-01 05:49:16.800130635,288,2025-01-01 05:52:10.800130635
TXN00000124,CREATED,2025-01-01 05:52:39.304235993,56,2025-01-01 05:57:17.304235993
TXN00000124,AUTHORIZED,2025-01-01 05:52:39.378569326,56,2025-01-01 06:06:04.378569326
TXN00000124,CAPTURED,2025-01-01 05:52:39.452902660,56,2025-01-01 06:00:13.452902660
TXN00000124,SETTLED,2025-01-02 05:52:39.527235993,56,2025-01-02 06:02:39.527235993
TXN00000125,CREATED,2025-01-01 05:54:50.892429712,59,2025-01-01 05:58:25.892429712
TXN00000125,AUTHORIZED,2025-01-01 05:54:50.971429712,59,2025-01-01 05:58:04.971429712
TXN00000125,CAPTURED,2025-01-01 05:54:51.050429712,59,2025-01-01 06:05:32.050429712
TXN00000125,SETTLED,2025-01-02 05:54:51.129429712,59,2025-01-02 05:58:59.129429712
TXN00000126,CREATED,2025-01-01 05:57:18.714236004,264,2025-01-01 06:11:51.714236004
TXN00000126,AUTHORIZED,2025-01-01 05:57:19.065569337,264,2025-01-01 06:11:20.065569337
TXN00000126,CAPTURED,2025-01-01 05:57:19.416902671,264,2025-01-01 05:57:55.416902671
TXN00000126,SETTLED,2025-01-02 05:57:19.768236004,264,2025-01-02 06:07:00.768236004
TXN00000127,CREATED,2025-01-01 06:04:21.681366245,55,2025-01-01 06:12:23.681366245
TXN00000127,AUTHORIZED,2025-01-01 06:04:21.754699578,55,2025-01-01 06:17:44.754699578
TXN00000127,CAPTURED,2025-01-01 06:04:21.828032912,55,2025-01-01 06:16:37.828032912
TXN00000127,SETTLED,2025-01-03 06:04:21.901366245,55,2025-01-03 06:06:45.901366245
TXN00000128,CREATED,2025-01-01 06:09:44.258408183,242,2025-01-01 06:10:57.258408183
TXN00000128,AUTHORIZED,2025-01-01 06:09:44.581074850,242,2025-01-01 06:20:08.581074850
TXN00000128,CAPTURED,2025-01-01 06:09:44.903741516,242,2025-01-01 06:20:08.903741516
TXN00000128,SETTLED,2025-01-03 06:09:45.226408183,242,2025-01-07 06:09:45.226408183
TXN00000129,CREATED,2025-01-01 06:10:03.360884666,101,2025-01-01 06:14:21.360884666
TXN00000129,AUTHORIZED,2025-01-01 06:10:03.495884666,101,2025-01-01 06:22:54.495884666
TXN00000129,CAPTURED,2025-01-01 06:10:03.630884666,101,2025-01-01 06:24:19.630884666
TXN00000129,SETTLED,2025-01-02 06:10:03.765884666,101,2025-01-02 06:17:25.765884666
TXN00000130,CREATED,2025-01-01 06:21:27.087091258,82,2025-01-01 06:25:53.087091258
