route_id,provider,region,rate_date,fixed_fee,variable_fee_pct
RT_IN_02,PROV_MERIDIAN,IN,2025-01-12,0.1501,0.004502
RT_IN_02,PROV_MERIDIAN,IN,2025-01-13,0.1501,0.004502
RT_IN_02,PROV_MERIDIAN,IN,2025-01-14,0.1501,0.004502
RT_IN_02,PROV_MERIDIAN,IN,2025-01-15,0.1501,0.004503
RT_IN_02,PROV_MERIDIAN,IN,2025-01-16,0.1501,0.004503
RT_IN_02,PROV_MERIDIAN,IN,2025-01-17,0.1501,0.004503
RT_IN_02,PROV_MERIDIAN,IN,2025-01-18,0.1501,0.004503
RT_IN_02,PROV_MERIDIAN,IN,2025-01-19,0.1501,0.004503
RT_IN_02,PROV_MERIDIAN,IN,2025-01-20,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-21,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-22,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-23,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-24,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-25,0.1501,0.004504
RT_IN_02,PROV_MERIDIAN,IN,2025-01-26,0.1502,0.004505
RT_IN_02,PROV_MERIDIAN,IN,2025-01-27,0.1502,0.004505
RT_IN_02,PROV_MERIDIAN,IN,2025-01-28,0.1502,0.004505
RT_IN_02,PROV_MERIDIAN,IN,2025-01-29,0.1502,0.004505
RT_IN_02,PROV_MERIDIAN,IN,2025-01-30,0.1502,0.004505
RT_IN_02,PROV_MERIDIAN,IN,2025-01-31,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-01,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-02,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-03,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-04,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-05,0.1502,0.004506
RT_IN_02,PROV_MERIDIAN,IN,2025-02-06,0.1502,0.004507
RT_IN_02,PROV_MERIDIAN,IN,2025-02-07,0.1502,0.004507
RT_IN_02,PROV_MERIDIAN,IN,2025-02-08,0.1502,0.004507
RT_IN_02,PROV_MERIDIAN,IN,2025-02-09,0.1502,0.004507
RT_IN_02,PROV_MERIDIAN,IN,2025-02-10,0.1502,0.004507
RT_IN_02,PROV_MERIDIAN,IN,2025-02-11,0.1503,0.004508
RT_IN_02,PROV_MERIDIAN,IN,2025-02-12,0.1503,0.004508
RT_IN_02,PROV_MERIDIAN,IN,2025-02-13,0.1503,0.004508
RT_IN_02,PROV_MERIDIAN,IN,2025-02-14,0.1503,0.004508
RT_IN_02,PROV_MERIDIAN,IN,2025-02-15,0.1503,0.004508
RT_IN_02,PROV_MERIDIAN,IN,2025-02-16,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-17,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-18,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-19,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-20,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-21,0.1503,0.004509
RT_IN_02,PROV_MERIDIAN,IN,2025-02-22,0.1503,0.00451
RT_IN_02,PROV_MERIDIAN,IN,2025-02-23,0.1503,0.00451
RT_IN_02,PROV_MERIDIAN,IN,2025-02-24,0.1503,0.00451
RT_IN_02,PROV_MERIDIAN,IN,2025-02-25,0.1503,0.00451
RT_IN_02,PROV_MERIDIAN,IN,2025-02-26,0.1503,0.00451
RT_IN_02,PROV_MERIDIAN,IN,2025-02-27,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-02-28,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-03-01,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-03-02,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-03-03,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-03-04,0.1504,0.004511
RT_IN_02,PROV_MERIDIAN,IN,2025-03-05,0.1504,0.004512
RT_IN_02,PROV_MERIDIAN,IN,2025-03-06,0.1504,0.004512
RT_IN_02,PROV_MERIDIAN,IN,2025-03-07,0.1504,0.004512
RT_IN_02,PROV_MERIDIAN,IN,2025-03-08,0.1504,0.004512
RT_IN_02,PROV_MERIDIAN,IN,2025-03-09,0.1504,0.004512
RT_IN_02,PROV_MERIDIAN,IN,2025-03-10,0.1504,0.004513
RT_IN_02,PROV_MERIDIAN,IN,2025-03-11,0.1504,0.004513
RT_IN_02,PROV_MERIDIAN,IN,2025-03-12,0.1504,0.004513
RT_IN_02,PROV_MERIDIAN,IN,2025-03-13,0.1504,0.004513
RT_IN_02,PROV_MERIDIAN,IN,2025-03-14,0.1504,0.004513
RT_IN_02,PROV_MERIDIAN,IN,2025-03-15,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-16,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-17,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-18,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-19,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-20,0.1505,0.004514
RT_IN_02,PROV_MERIDIAN,IN,2025-03-21,0.1505,0.004515
RT_IN_02,PROV_MERIDIAN,IN,2025-03-22,0.1505,0.004515
RT_IN_02,PROV_MERIDIAN,IN,2025-03-23,0.1505,0.004515
RT_IN_02,PROV_MERIDIAN,IN,2025-03-24,0.1505,0.004515
RT_IN_02,PROV_MERIDIAN,IN,2025-03-25,0.1505,0.004515
RT_IN_02,PROV_MERIDIAN,IN,2025-03-26,0.1505,0.004516
RT_IN_02,PROV_MERIDIAN,IN,2025-03-27,0.1505,0.004516
RT_IN_02,PROV_MERIDIAN,IN,2025-03-28,0.1505,0.004516
RT_IN_02,PROV_MERIDIAN,IN,2025-03-29,0.1505,0.004516
RT_IN_02,PROV_MERIDIAN,IN,2025-03-30,0.1505,0.004516
RT_IN_02,PROV_MERIDIAN,IN,2025-03-31,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-01,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-02,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-03,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-04,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-05,0.1506,0.004517
RT_IN_02,PROV_MERIDIAN,IN,2025-04-06,0.1506,0.004518
RT_IN_02,PROV_MERIDIAN,IN,2025-04-07,0.1506,0.004518
RT_IN_02,PROV_MERIDIAN,IN,2025-04-08,0.1506,0.004518
RT_IN_02,PROV_MERIDIAN,IN,2025-04-09,0.1506,0.004518
RT_IN_02,PROV_MERIDIAN,IN,2025-04-10,0.1506,0.004518
RT_IN_02,PROV_MERIDIAN,IN,2025-04-11,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-12,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-13,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-14,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-15,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-16,0.1506,0.004519
RT_IN_02,PROV_MERIDIAN,IN,2025-04-17,0.1507,0.00452
RT_IN_02,PROV_MERIDIAN,IN,2025-04-18,0.1507,0.00452
RT_IN_02,PROV_MERIDIAN,IN,2025-04-19,0.1507,0.00452
RT_IN_02,PROV_MERIDIAN,IN,2025-04-20,0.1507,0.00452
RT_IN_02,PROV_MERIDIAN,IN,2025-04-21,0.1507,0.00452
RT_IN_02,PROV_MERIDIAN,IN,2025-04-22,0.1507,0.004521
RT_IN_02,PROV_MERIDIAN,IN,2025-04-23,0.1507,0.004521
RT_IN_02,PROV_MERIDIAN,IN,2025-04-24,0.1507,0.004521
RT_IN_02,PROV_MERIDIAN,IN,2025-04-25,0.1507,0.004521
RT_IN_02,PROV_MERIDIAN,IN,2025-04-26,0.1507,0.004521
RT_IN_02,PROV_MERIDIAN,IN,2025-04-27,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-04-28,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-04-29,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-04-30,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-05-01,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-05-02,0.1507,0.004522
RT_IN_02,PROV_MERIDIAN,IN,2025-05-03,0.1508,0.004523
RT_IN_02,PROV_MERIDIAN,IN,2025-05-04,0.1508,0.004523
RT_IN_02,PROV_MERIDIAN,IN,2025-05-05,0.1508,0.004523
RT_IN_02,PROV_MERIDIAN,IN,2025-05-06,0.1508,0.004523
RT_IN_02,PROV_MERIDIAN,IN,2025-05-07,0.1508,0.004523
RT_IN_02,PROV_MERIDIAN,IN,2025-05-08,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-09,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-10,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-11,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-12,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-13,0.1508,0.004524
RT_IN_02,PROV_MERIDIAN,IN,2025-05-14,0.1508,0.004525
RT_IN_02,PROV_MERIDIAN,IN,2025-05-15,0.1508,0.004525
