transaction_id,customer_id,merchant_id,amount,currency,channel,status,created_at,route_id
TXN00000223,CUS007038,MER00314,549.53,AED,CARD,CAPTURED,2025-01-01 10:53:57.723872024,RT_AE_03
TXN00000224,CUS007402,MER00429,4673.34,INR,CARD,CAPTURED,2025-01-01 10:55:19.382322186,RT_IN_01
TXN00000225,CUS011031,MER00407,3791.25,INR,UPI,CAPTURED,2025-01-01 11:03:17.132023457,RT_IN_03
TXN00000226,CUS011689,MER00441,15737.39,INR,UPI,CAPTURED,2025-01-01 11:10:27.112486984,RT_IN_03
TXN00000227,CUS002313,MER00185,189.74,AED,WALLET,CAPTURED,2025-01-01 11:15:14.471673081,RT_AE_01
TXN00000228,CUS007161,MER00323,5256.78,INR,UPI,CAPTURED,2025-01-01 11:16:18.878769153,RT_IN_01
TXN00000229,CUS009197,MER00383,3885.32,INR,UPI,CAPTURED,2025-01-01 11:19:39.523492415,RT_IN_02
TXN00000230,CUS004332,MER00518,319.91,SGD,CARD,CAPTURED,2025-01-01 11:22:00.916020201,RT_SG_01
TXN00000231,CUS001031,MER00512,36.38,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 11:22:05.418539614,RT_SG_03
TXN00000232,CUS001846,MER00323,8117.91,INR,CARD,CAPTURED,2025-01-01 11:23:32.613431606,RT_IN_02
TXN00000233,CUS010027,MER00014,24125.28,INR,UPI,CAPTURED,2025-01-01 11:24:59.086264209,RT_IN_01
TXN00000234,CUS007576,MER00340,6243.81,INR,UPI,CAPTURED,2025-01-01 11:26:04.914577114,RT_IN_02
TXN00000235,CUS004058,MER00130,6070.51,INR,BANK_TRANSFER,CAPTURED,2025-01-01 11:26:48.581130552,RT_IN_01
TXN00000236,CUS003695,MER00410,3974.06,AED,BANK_TRANSFER,CAPTURED,2025-01-01 11:28:59.885533315,RT_AE_01
TXN00000237,CUS010251,MER00506,5358.57,INR,UPI,CAPTURED,2025-01-01 11:31:49.008132650,RT_IN_02
TXN00000238,CUS004126,MER00399,364.53,SGD,CARD,CAPTURED,2025-01-01 11:31:55.996579855,RT_SG_01
TXN00000239,CUS013690,MER00301,4706.95,INR,UPI,CAPTURED,2025-01-01 11:35:55.181364918,RT_IN_01
TXN00000240,CUS006238,MER00569,16549.18,INR,BANK_TRANSFER,CAPTURED,2025-01-01 11:37:41.653651241,RT_IN_03
TXN00000241,CUS007950,MER00323,6862.07,INR,BANK_TRANSFER,CAPTURED,2025-01-01 11:38:31.093278172,RT_IN_01
TXN00000242,CUS014644,MER00431,904.98,AED,CARD,DECLINED,2025-01-01 11:39:13.553580870,RT_AE_01
TXN00000243,CUS012623,MER00518,2695.01,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 11:44:02.423254009,RT_SG_02
TXN00000244,CUS002359,MER00429,4636.77,INR,CARD,CAPTURED,2025-01-01 11:44:52.300065780,RT_IN_02
TXN00000245,CUS014035,MER00426,49.11,SGD,CARD,CAPTURED,2025-01-01 11:50:36.323160128,RT_SG_02
TXN00000246,CUS011101,MER00323,16837.94,INR,BANK_TRANSFER,CAPTURED,2025-01-01 11:52:05.277926136,RT_IN_01
TXN00000247,CUS004918,MER00122,4270.82,INR,UPI,CAPTURED,2025-01-01 11:57:01.801400151,RT_IN_01
TXN00000248,CUS014532,MER00128,64.42,SGD,CARD,CAPTURED,2025-01-01 11:58:12.024979508,RT_SG_01
TXN00000249,CUS011446,MER00253,3177.96,INR,UPI,CAPTURED,2025-01-01 12:01:41.620331932,RT_IN_03
TXN00000250,CUS011325,MER00491,1279.72,SGD,CARD,CAPTURED,2025-01-01 12:02:57.499211248,RT_SG_01
TXN00000251,CUS003505,MER00463,8448.61,INR,CARD,CAPTURED,2025-01-01 12:03:04.633673478,RT_IN_01
TXN00000252,CUS003459,MER00429,2290.29,INR,UPI,CAPTURED,2025-01-01 12:07:55.214471820,RT_IN_01
TXN00000253,CUS008791,MER00436,2721.25,INR,UPI,CAPTURED,2025-01-01 12:11:01.507695311,RT_IN_02
TXN00000254,CUS014069,MER00588,5216.82,INR,WALLET,CAPTURED,2025-01-01 12:15:01.993555535,RT_IN_01
TXN00000255,CUS005278,MER00556,2374.1,INR,WALLET,CAPTURED,2025-01-01 12:15:24.531634194,RT_IN_02
TXN00000256,CUS000763,MER00373,2384.94,INR,UPI,CAPTURED,2025-01-01 12:15:41.463890950,RT_IN_01
TXN00000257,CUS013460,MER00330,2172.23,AED,WALLET,CAPTURED,2025-01-01 12:19:42.360870342,RT_AE_01
TXN00000258,CUS003854,MER00038,470.4,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 12:21:24.879923735,RT_SG_01
TXN00000259,CUS001199,MER00076,38844.18,INR,CARD,CAPTURED,2025-01-01 12:26:29.354190336,RT_IN_01
TXN00000260,CUS013571,MER00429,5766.24,INR,UPI,CAPTURED,2025-01-01 12:30:00.799022302,RT_IN_01
TXN00000261,CUS000420,MER00484,13136.35,INR,WALLET,DECLINED,2025-01-01 12:34:36.693706006,RT_IN_01
TXN00000262,CUS014731,MER00314,500.91,AED,CARD,CAPTURED,2025-01-01 12:42:50.784203413,RT_AE_01
TXN00000263,CUS012481,MER00038,415.15,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 12:44:12.195567424,RT_SG_01
TXN00000264,CUS002938,MER00011,333.35,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 12:49:16.497338672,RT_SG_01
TXN00000265,CUS005923,MER00508,22410.79,INR,CARD,CAPTURED,2025-01-01 12:51:21.724412869,RT_IN_01
TXN00000266,CUS012094,MER00134,62889.16,INR,UPI,CAPTURED,2025-01-01 12:56:56.576024853,RT_IN_01
TXN00000267,CUS006963,MER00159,12355.79,INR,UPI,CAPTURED,2025-01-01 12:59:00.720944945,RT_IN_01
TXN00000268,CUS008764,MER00188,112.71,SGD,WALLET,CAPTURED,2025-01-01 13:02:24.562610376,RT_SG_01
TXN00000269,CUS002305,MER00185,534.19,AED,CARD,CAPTURED,2025-01-01 13:04:51.202801712,RT_AE_02
TXN00000270,CUS008212,MER00340,2126.79,INR,BANK_TRANSFER,DECLINED,2025-01-01 13:05:24.937189530,RT_IN_01
TXN00000271,CUS010723,MER00429,7263.47,INR,WALLET,CAPTURED,2025-01-01 13:12:18.746080399,RT_IN_01
TXN00000272,CUS003833,MER00568,23598.78,INR,CARD,CAPTURED,2025-01-01 13:14:07.942008295,RT_IN_02
TXN00000273,CUS014928,MER00599,11.01,SGD,CARD,CAPTURED,2025-01-01 13:15:35.473647880,RT_SG_03
TXN00000274,CUS001431,MER00135,539.29,SGD,CARD,CAPTURED,2025-01-01 13:16:55.145991294,RT_SG_03
TXN00000275,CUS008581,MER00429,1964.43,INR,WALLET,CAPTURED,2025-01-01 13:19:15.383186039,RT_IN_02
TXN00000276,CUS005979,MER00029,21041.29,INR,CARD,CAPTURED,2025-01-01 13:21:03.625891006,RT_IN_01
TXN00000277,CUS009335,MER00323,9212.22,INR,UPI,CAPTURED,2025-01-01 13:24:15.385163102,RT_IN_01
TXN00000278,CUS007205,MER00014,57573.53,INR,WALLET,CAPTURED,2025-01-01 13:25:22.800636601,RT_IN_01
TXN00000279,CUS002403,MER00203,19262.92,INR,WALLET,CAPTURED,2025-01-01 13:25:34.011586704,RT_IN_01
TXN00000280,CUS005737,MER00344,685.12,SGD,WALLET,CAPTURED,2025-01-01 13:26:17.767927108,RT_SG_01
TXN00000281,CUS013068,MER00283,1379.54,INR,UPI,CAPTURED,2025-01-01 13:27:16.525413916,RT_IN_01
TXN00000282,CUS003721,MER00517,29878.23,INR,CARD,CAPTURED,2025-01-01 13:27:28.443221053,RT_IN_02
TXN00000283,CUS000132,MER00323,7755.28,INR,CARD,CAPTURED,2025-01-01 13:27:38.858980408,RT_IN_01
TXN00000284,CUS012635,MER00080,160.52,SGD,CARD,CAPTURED,2025-01-01 13:38:40.288991040,RT_SG_03
TXN00000285,CUS013391,MER00388,137.57,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 13:41:35.959796938,RT_SG_01
TXN00000286,CUS007739,MER00185,316.78,AED,CARD,CAPTURED,2025-01-01 13:42:53.182330443,RT_AE_01
TXN00000287,CUS010058,MER00154,6717.01,INR,UPI,CAPTURED,2025-01-01 13:46:16.787543799,RT_IN_01
TXN00000288,CUS007473,MER00185,357.54,AED,BANK_TRANSFER,CAPTURED,2025-01-01 13:48:50.671974781,RT_AE_02
TXN00000289,CUS008736,MER00323,3567.17,INR,BANK_TRANSFER,CAPTURED,2025-01-01 13:53:04.554748980,RT_IN_02
TXN00000290,CUS002151,MER00355,36.15,SGD,CARD,CAPTURED,2025-01-01 13:54:16.482012082,RT_SG_03
TXN00000291,CUS011854,MER00323,8754.18,INR,UPI,DECLINED,2025-01-01 13:56:24.063661845,RT_IN_02
TXN00000292,CUS001141,MER00159,2119.29,INR,WALLET,CAPTURED,2025-01-01 13:58:56.533722845,RT_IN_01
TXN00000293,CUS014760,MER00122,42051.06,INR,CARD,CAPTURED,2025-01-01 14:00:20.098558417,RT_IN_02
TXN00000294,CUS014230,MER00216,7829.42,AED,CARD,CAPTURED,2025-01-01 14:02:18.902296302,RT_AE_01
TXN00000295,CUS004273,MER00185,225.56,AED,CARD,CAPTURED,2025-01-01 14:05:54.408494518,RT_AE_02
TXN00000296,CUS009025,MER00406,7540.3,INR,UPI,CAPTURED,2025-01-01 14:06:06.413803852,RT_IN_03
TXN00000297,CUS008834,MER00497,111.11,SGD,UPI,CAPTURED,2025-01-01 14:08:57.759335037,RT_SG_01
TXN00000298,CUS011782,MER00307,1039.61,AED,WALLET,CAPTURED,2025-01-01 14:09:36.047353798,RT_AE_01
TXN00000299,CUS000660,MER00456,103529.71,INR,BANK_TRANSFER,FAILED,2025-01-01 14:13:58.008038689,RT_IN_02
TXN00000300,CUS008051,MER00322,104.69,SGD,UPI,CAPTURED,2025-01-01 14:24:26.810320095,RT_SG_01
TXN00000301,CUS012436,MER00014,20832.26,INR,WALLET,CAPTURED,2025-01-01 14:26:28.026901695,RT_IN_01
TXN00000302,CUS009960,MER00438,980.83,INR,UPI,CAPTURED,2025-01-01 14:27:16.406872211,RT_IN_01
TXN00000303,CUS000006,MER00107,81793.08,INR,UPI,CAPTURED,2025-01-01 14:31:07.775366542,RT_IN_02
TXN00000304,CUS005820,MER00407,6720.19,INR,UPI,CAPTURED,2025-01-01 14:31:45.386364336,RT_IN_01
TXN00000305,CUS008282,MER00269,858.77,SGD,CARD,CAPTURED,2025-01-01 14:33:53.576226962,RT_SG_01
TXN00000306,CUS013341,MER00326,42.76,SGD,CARD,CAPTURED,2025-01-01 14:34:15.471378734,RT_SG_03
TXN00000307,CUS011649,MER00491,943.56,SGD,BANK_TRANSFER,DECLINED,2025-01-01 14:34:40.790697841,RT_SG_01
TXN00000308,CUS004666,MER00269,661.54,SGD,CARD,CAPTURED,2025-01-01 14:39:04.831129200,RT_SG_03
TXN00000309,CUS004332,MER00076,5382.81,INR,WALLET,FAILED,2025-01-01 14:43:01.101745087,RT_IN_01
TXN00000310,CUS007192,MER00014,26701.28,INR,UPI,CAPTURED,2025-01-01 14:45:03.329878423,RT_IN_01
TXN00000311,CUS003969,MER00031,98.07,SGD,CARD,CAPTURED,2025-01-01 14:46:50.562936034,RT_SG_01
TXN00000312,CUS003612,MER00279,3182.19,AED,CARD,CAPTURED,2025-01-01 14:56:09.292292854,RT_AE_01
TXN00000313,CUS008123,MER00484,12562.34,INR,WALLET,CAPTURED,2025-01-01 15:04:29.567706494,RT_IN_01
TXN00000314,CUS008364,MER00217,64625.82,INR,UPI,CAPTURED,2025-01-01 15:04:49.825265621,RT_IN_01
TXN00000315,CUS001516,MER00095,6024.17,INR,UPI,CAPTURED,2025-01-01 15:08:12.203072967,RT_IN_02
TXN00000316,CUS000096,MER00330,242.7,AED,CARD,CAPTURED,2025-01-01 15:08:33.728687144,RT_AE_02
TXN00000317,CUS013910,MER00101,9124.1,INR,UPI,CAPTURED,2025-01-01 15:09:43.862028446,RT_IN_01
TXN00000318,CUS003000,MER00429,2798.39,INR,UPI,CAPTURED,2025-01-01 15:09:46.747095937,RT_IN_02
TXN00000319,CUS014000,MER00104,60218.99,INR,CARD,CAPTURED,2025-01-01 15:11:38.151740697,RT_IN_02
TXN00000320,CUS010440,MER00463,2461.96,INR,CARD,CAPTURED,2025-01-01 15:14:19.194714214,RT_IN_02
TXN00000321,CUS010993,MER00185,376.2,AED,CARD,CAPTURED,2025-01-01 15:16:50.280952151,RT_AE_01
TXN00000322,CUS010230,MER00114,10.74,SGD,CARD,CAPTURED,2025-01-01 15:19:36.143545071,RT_SG_03
TXN00000323,CUS005281,MER00081,174.79,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 15:25:09.208951599,RT_SG_01
TXN00000324,CUS014616,MER00429,2057.45,INR,UPI,CAPTURED,2025-01-01 15:26:09.950699117,RT_IN_02
TXN00000325,CUS009205,MER00067,10.5,SGD,WALLET,CAPTURED,2025-01-01 15:26:54.865615645,RT_SG_03
TXN00000326,CUS006057,MER00185,216.47,AED,WALLET,CAPTURED,2025-01-01 15:27:24.666591735,RT_AE_03
TXN00000327,CUS013579,MER00202,903.73,INR,CARD,CAPTURED,2025-01-01 15:27:37.452902462,RT_IN_02
TXN00000328,CUS013991,MER00014,166499.9,INR,BANK_TRANSFER,CAPTURED,2025-01-01 15:27:59.367945831,RT_IN_01
TXN00000329,CUS004774,MER00428,6234.08,INR,WALLET,CAPTURED,2025-01-01 15:29:57.762736686,RT_IN_01
TXN00000330,CUS006716,MER00442,3581.12,INR,BANK_TRANSFER,CAPTURED,2025-01-01 15:30:27.017711891,RT_IN_01
TXN00000331,CUS014639,MER00573,67140.17,INR,UPI,CAPTURED,2025-01-01 15:32:24.611371449,RT_IN_01
TXN00000332,CUS014555,MER00323,814.46,INR,CARD,CAPTURED,2025-01-01 15:33:30.470704080,RT_IN_02
TXN00000333,CUS004645,MER00394,52.32,SGD,WALLET,CAPTURED,2025-01-01 15:33:56.242397187,RT_SG_01
TXN00000334,CUS007517,MER00185,292.53,AED,CARD,CAPTURED,2025-01-01 15:37:13.650966279,RT_AE_01
TXN00000335,CUS000512,MER00301,38662.56,INR,UPI,CAPTURED,2025-01-01 15:39:00.942749951,RT_IN_02
TXN00000336,CUS006194,MER00395,2642.92,INR,CARD,CAPTURED,2025-01-01 15:39:09.187799068,RT_IN_01
TXN00000337,CUS002252,MER00344,518.99,SGD,CARD,CAPTURED,2025-01-01 15:41:48.335496334,RT_SG_01
TXN00000338,CUS000184,MER00464,111.66,SGD,CARD,CAPTURED,2025-01-01 15:44:35.467492949,RT_SG_02
TXN00000339,CUS001111,MER00588,39163.15,INR,CARD,CAPTURED,2025-01-01 15:49:42.073285841,RT_IN_02
TXN00000340,CUS004158,MER00323,14971.37,INR,WALLET,CAPTURED,2025-01-01 16:02:27.893930437,RT_IN_01
TXN00000341,CUS009480,MER00578,37211.03,INR,CARD,CAPTURED,2025-01-01 16:02:54.578749112,RT_IN_02
TXN00000342,CUS013043,MER00083,51328.69,INR,BANK_TRANSFER,CAPTURED,2025-01-01 16:03:33.730693065,RT_IN_01
TXN00000343,CUS008747,MER00159,25621.91,INR,CARD,CAPTURED,2025-01-01 16:09:20.156811831,RT_IN_02
TXN00000344,CUS000473,,13407.63,INR,UPI,CAPTURED,2025-01-01 16:10:06.024161101,RT_IN_02
TXN00000345,CUS008019,MER00216,9988.71,AED,BANK_TRANSFER,CAPTURED,2025-01-01 16:18:03.103171267,RT_AE_03
TXN00000346,CUS006865,MER00589,51.7,AED,CARD,CAPTURED,2025-01-01 16:21:23.012827290,RT_AE_03
TXN00000347,CUS011796,MER00255,184.51,AED,UPI,DECLINED,2025-01-01 16:22:51.365671210,RT_AE_02
TXN00000348,CUS003157,MER00357,997.27,AED,CARD,CAPTURED,2025-01-01 16:23:13.754569679,RT_AE_01
TXN00000349,CUS003744,MER00323,10349.55,INR,WALLET,CAPTURED,2025-01-01 16:23:56.544936779,RT_IN_01
TXN00000350,CUS002890,MER00185,575.16,AED,CARD,CAPTURED,2025-01-01 16:24:30.653098219,RT_AE_01
TXN00000351,CUS011882,MER00463,3742.73,INR,UPI,CAPTURED,2025-01-01 16:25:17.349427792,RT_IN_01
TXN00000352,CUS013865,MER00451,1732.3,INR,CARD,CAPTURED,2025-01-01 16:26:33.468285825,RT_IN_01
TXN00000353,CUS005269,MER00244,35.05,AED,BANK_TRANSFER,CAPTURED,2025-01-01 16:33:00.043017395,RT_AE_01
TXN00000354,CUS004570,MER00226,4137.59,INR,BANK_TRANSFER,CAPTURED,2025-01-01 16:34:07.477441798,RT_IN_03
TXN00000355,CUS010833,MER00429,2591.13,INR,WALLET,CAPTURED,2025-01-01 16:36:17.187258675,RT_IN_02
TXN00000356,CUS003526,MER00533,1083.93,INR,CARD,CAPTURED,2025-01-01 16:38:16.146607109,RT_IN_03
TXN00000357,CUS004213,MER00339,17477.59,INR,UPI,CAPTURED,2025-01-01 16:40:45.502151947,RT_IN_02
TXN00000358,CUS001750,MER00402,39013.58,INR,CARD,CAPTURED,2025-01-01 16:43:32.413144449,RT_IN_01
TXN00000359,CUS001577,MER00117,42.53,SGD,CARD,CAPTURED,2025-01-01 16:49:52.377148823,RT_SG_01
TXN00000360,CUS006534,MER00188,35.87,SGD,CARD,CAPTURED,2025-01-01 16:52:28.251975147,RT_SG_01
TXN00000361,CUS010999,MER00319,4923.82,INR,UPI,CAPTURED,2025-01-01 16:56:17.119080886,RT_IN_02
TXN00000362,CUS013157,MER00360,58.72,SGD,WALLET,CAPTURED,2025-01-01 17:00:01.575576395,RT_SG_01
TXN00000363,CUS007470,MER00523,376.98,AED,CARD,CAPTURED,2025-01-01 17:00:53.781734015,RT_AE_01
TXN00000364,CUS007909,MER00185,340.11,AED,CARD,CAPTURED,2025-01-01 17:01:45.335730253,RT_AE_02
TXN00000365,CUS003576,MER00541,1556.59,INR,CARD,CAPTURED,2025-01-01 17:04:24.400808757,RT_IN_01
TXN00000366,CUS012009,MER00027,12017.26,INR,WALLET,DECLINED,2025-01-01 17:07:15.941651060,RT_IN_01
TXN00000367,CUS009500,MER00084,44874.04,INR,UPI,CAPTURED,2025-01-01 17:07:44.941208805,RT_IN_01
TXN00000368,CUS003218,MER00407,7332.57,INR,UPI,CAPTURED,2025-01-01 17:12:13.715821638,RT_IN_01
TXN00000369,CUS000795,MER00323,7645.26,INR,UPI,CAPTURED,2025-01-01 17:15:07.012770906,RT_IN_01
TXN00000370,CUS002288,MER00133,7570.16,INR,CARD,CAPTURED,2025-01-01 17:18:08.165033036,RT_IN_01
TXN00000371,CUS003256,MER00290,719.41,SGD,CARD,CAPTURED,2025-01-01 17:21:09.090864797,RT_SG_01
TXN00000372,CUS012669,MER00578,15486.14,INR,UPI,CAPTURED,2025-01-01 17:22:10.337238089,RT_IN_01
TXN00000373,CUS009892,MER00150,3608.38,INR,WALLET,CAPTURED,2025-01-01 17:22:42.459237572,RT_IN_01
TXN00000374,CUS006507,MER00185,311.19,AED,CARD,CAPTURED,2025-01-01 17:24:49.822757380,RT_AE_01
TXN00000375,CUS004790,MER00154,1287.93,INR,WALLET,CAPTURED,2025-01-01 17:26:13.995219683,RT_IN_01
TXN00000376,CUS001602,MER00023,494.17,AED,BANK_TRANSFER,CAPTURED,2025-01-01 17:27:50.277290709,RT_AE_01
TXN00000377,CUS008179,MER00036,767.73,AED,CARD,CAPTURED,2025-01-01 17:30:47.800310133,RT_AE_01
TXN00000378,CUS013433,MER00557,2786.76,INR,WALLET,CAPTURED,2025-01-01 17:35:46.290058353,RT_IN_01
TXN00000379,CUS002505,MER00007,19.3,SGD,CARD,CAPTURED,2025-01-01 17:37:27.105610786,RT_SG_01
TXN00000380,CUS005752,MER00491,299.64,SGD,CARD,CAPTURED,2025-01-01 17:43:51.462635686,RT_SG_01
TXN00000381,CUS009071,MER00377,21302.15,INR,CARD,CAPTURED,2025-01-01 17:44:42.484502547,RT_IN_01
TXN00000382,CUS003094,MER00323,24625.65,INR,CARD,CAPTURED,2025-01-01 17:46:05.273318271,RT_IN_02
TXN00000383,CUS012789,MER00076,12151.61,INR,UPI,CAPTURED,2025-01-01 17:48:13.663137997,RT_IN_01
TXN00000384,CUS014493,MER00313,316.07,AED,CARD,CAPTURED,2025-01-01 17:58:38.326870957,RT_AE_01
TXN00000385,CUS001958,MER00008,69521.36,INR,CARD,CAPTURED,2025-01-01 18:01:24.110451447,RT_IN_02
TXN00000386,CUS010851,MER00323,5165.87,INR,CARD,CAPTURED,2025-01-01 18:01:46.207011781,RT_IN_02
TXN00000387,CUS008525,MER00278,9040.72,INR,UPI,CAPTURED,2025-01-01 18:02:19.818655002,RT_IN_02
TXN00000388,CUS013744,MER00037,407.98,AED,CARD,CAPTURED,2025-01-01 18:06:17.025706639,RT_AE_02
TXN00000389,CUS008019,MER00095,1163.72,INR,UPI,CAPTURED,2025-01-01 18:08:22.871021800,RT_IN_01
TXN00000390,CUS002546,MER00133,15264.44,INR,UPI,CAPTURED,2025-01-01 18:10:29.433037410,RT_IN_02
TXN00000391,CUS013653,MER00226,4209.91,INR,WALLET,CAPTURED,2025-01-01 18:11:24.404972992,RT_IN_01
TXN00000392,CUS004953,MER00256,438.02,AED,CARD,CAPTURED,2025-01-01 18:11:31.253802395,RT_AE_03
TXN00000393,CUS008138,MER00128,49.52,SGD,CARD,CAPTURED,2025-01-01 18:13:22.715803928,RT_SG_02
TXN00000394,CUS005019,MER00323,20354.75,INR,CARD,DECLINED,2025-01-01 18:14:58.410264256,RT_IN_01
TXN00000395,CUS010377,MER00095,4838.87,INR,UPI,CAPTURED,2025-01-01 18:16:15.182788387,RT_IN_03
TXN00000396,CUS005120,MER00026,1375.43,AED,WALLET,CAPTURED,2025-01-01 18:16:17.256337215,RT_AE_02
TXN00000397,CUS005031,MER00323,2984.21,INR,CARD,CAPTURED,2025-01-01 18:18:29.756368952,RT_IN_01
TXN00000398,CUS011383,MER00323,3929.49,INR,WALLET,DECLINED,2025-01-01 18:19:20.677067579,RT_IN_02
TXN00000399,CUS013800,MER00237,140.31,AED,WALLET,CAPTURED,2025-01-01 18:24:30.391967448,RT_AE_01
TXN00000400,CUS005684,MER00373,32295.6,INR,WALLET,CAPTURED,2025-01-01 18:24:46.483791923,RT_IN_01
TXN00000401,CUS005990,MER00424,3984.72,AED,UPI,CAPTURED,2025-01-01 18:25:35.698174455,RT_AE_01
TXN00000402,CUS009066,MER00084,61235.21,INR,CARD,CAPTURED,2025-01-01 18:34:27.974593618,RT_IN_03
TXN00000403,CUS012416,MER00429,2332.77,INR,WALLET,CAPTURED,2025-01-01 18:34:35.804164909,RT_IN_01
TXN00000404,CUS001989,MER00429,2263.94,INR,WALLET,CAPTURED,2025-01-01 18:36:06.082036236,RT_IN_01
TXN00000405,CUS013936,MER00525,2122.53,AED,CARD,CAPTURED,2025-01-01 18:37:17.926770664,RT_AE_03
TXN00000406,CUS009138,MER00222,278.08,SGD,CARD,CAPTURED,2025-01-01 18:43:34.060152424,RT_SG_01
TXN00000407,CUS014273,MER00319,9632.43,INR,UPI,CAPTURED,2025-01-01 18:43:51.974622862,RT_IN_02
TXN00000408,CUS004196,MER00084,103399.19,INR,UPI,CAPTURED,2025-01-01 18:44:28.142895635,RT_IN_01
TXN00000409,CUS013181,MER00209,6.28,SGD,WALLET,CAPTURED,2025-01-01 18:44:35.574679090,RT_SG_03
TXN00000410,CUS011654,MER00138,122.52,SGD,CARD,CAPTURED,2025-01-01 18:45:14.636329900,RT_SG_01
TXN00000411,CUS010930,MER00203,127531.36,INR,CARD,CAPTURED,2025-01-01 18:46:23.195846724,RT_IN_02
TXN00000412,CUS010716,MER00226,9477.08,INR,WALLET,CAPTURED,2025-01-01 18:47:04.579329399,RT_IN_02
TXN00000413,CUS014951,MER00323,8110.75,INR,BANK_TRANSFER,CAPTURED,2025-01-01 18:48:41.088954847,RT_IN_01
TXN00000414,CUS008001,MER00269,154.23,SGD,UPI,CAPTURED,2025-01-01 18:52:16.995045610,RT_SG_02
TXN00000415,CUS004803,MER00009,10.41,SGD,WALLET,CAPTURED,2025-01-01 18:52:53.748534318,RT_SG_03
TXN00000416,CUS006386,MER00323,20160.18,INR,CARD,CAPTURED,2025-01-01 18:54:20.321052359,RT_IN_01
TXN00000417,CUS008379,MER00056,2997.22,INR,UPI,CAPTURED,2025-01-01 18:56:23.317298075,RT_IN_01
TXN00000418,CUS010116,MER00190,3499.78,INR,WALLET,CAPTURED,2025-01-01 18:57:51.589903362,RT_IN_01
TXN00000419,CUS001123,MER00458,34.83,SGD,WALLET,CAPTURED,2025-01-01 19:02:07.086857109,RT_SG_03
TXN00000420,CUS010145,MER00468,1628.86,AED,BANK_TRANSFER,CAPTURED,2025-01-01 19:09:17.931487441,RT_AE_02
TXN00000421,CUS000846,MER00014,15725.36,INR,CARD,CAPTURED,2025-01-01 19:10:37.150087206,RT_IN_02
TXN00000422,CUS003475,MER00200,4314.91,INR,CARD,CAPTURED,2025-01-01 19:21:21.708746914,RT_IN_03
TXN00000423,CUS007415,MER00426,44.53,SGD,CARD,CAPTURED,2025-01-01 19:22:33.766840186,RT_SG_01
TXN00000424,CUS004618,MER00206,4340.43,INR,UPI,CAPTURED,2025-01-01 19:23:23.642613740,RT_IN_02
TXN00000425,CUS003370,MER00278,718.13,INR,BANK_TRANSFER,FAILED,2025-01-01 19:24:05.396122323,RT_IN_01
TXN00000426,CUS009990,MER00387,1697.14,INR,WALLET,CAPTURED,2025-01-01 19:33:55.285378868,RT_IN_01
TXN00000427,CUS000213,MER00429,3051.34,INR,CARD,CAPTURED,2025-01-01 19:34:11.383235629,RT_IN_01
TXN00000428,CUS010352,MER00203,65531.34,INR,CARD,FAILED,2025-01-01 19:35:45.083574012,RT_IN_01
TXN00000429,CUS013701,MER00185,751.2,AED,WALLET,CAPTURED,2025-01-01 19:38:14.461428882,RT_AE_02
TXN00000430,CUS013809,MER00596,40392.85,INR,UPI,CAPTURED,2025-01-01 19:42:01.346080890,RT_IN_01
TXN00000431,CUS008466,MER00499,1376.64,INR,CARD,CAPTURED,2025-01-01 19:51:56.185821516,RT_IN_01
TXN00000432,CUS001251,MER00323,12308.79,INR,UPI,CAPTURED,2025-01-01 19:55:19.559761377,RT_IN_02
TXN00000433,CUS007144,MER00185,202.98,AED,CARD,CAPTURED,2025-01-01 19:59:34.003904303,RT_AE_01
TXN00000434,CUS008362,MER00104,51181.41,INR,UPI,CAPTURED,2025-01-01 20:00:46.572310824,RT_IN_02
TXN00000435,CUS001377,MER00362,92.7,SGD,WALLET,CAPTURED,2025-01-01 20:01:29.602004540,RT_SG_03
TXN00000436,CUS002491,MER00546,112.22,AED,BANK_TRANSFER,CAPTURED,2025-01-01 20:04:16.666039550,RT_AE_02
TXN00000437,CUS012089,,2990.36,INR,WALLET,DECLINED,2025-01-01 20:05:44.395900373,RT_IN_02
TXN00000438,CUS001562,MER00323,3743.13,INR,UPI,CAPTURED,2025-01-01 20:17:13.193325355,RT_IN_01
TXN00000439,CUS007338,MER00007,10.07,SGD,WALLET,CAPTURED,2025-01-01 20:18:12.915264478,RT_SG_03
TXN00000440,CUS007860,MER00504,11000.62,INR,CARD,CAPTURED,2025-01-01 20:19:19.174311441,RT_IN_03
TXN00000441,CUS000501,MER00493,6250.99,INR,UPI,CAPTURED,2025-01-01 20:24:33.921404402,RT_IN_03
TXN00000442,CUS007347,MER00232,16288.72,INR,UPI,CAPTURED,2025-01-01 20:28:05.934465604,RT_IN_02
TXN00000443,CUS007128,MER00226,3722.72,INR,CARD,CAPTURED,2025-01-01 20:31:07.989102484,RT_IN_01
TXN00000444,CUS004381,MER00016,1374.9,AED,WALLET,CAPTURED,2025-01-01 20:31:40.441467045,RT_AE_01
