transaction_id,rule_id,decision,risk_score,model_version
TXN00000253,FR_MLSCORE,APPROVE,0.3019,v2.1
TXN00000254,FR_VELOCITY,REVIEW,0.7227,v2.1
TXN00000255,FR_GEO,REVIEW,0.603,v2.1
TXN00000255,FR_GEO,REVIEW,0.7955,v2.1
TXN00000255,FR_VELOCITY,REVIEW,0.7342,v2.1
TXN00000256,FR_AMOUNT,APPROVE,0.0684,v2.1
TXN00000257,FR_DEVICE,APPROVE,0.059,v2.1
TXN00000258,FR_AMOUNT,APPROVE,0.2607,v2.1
TXN00000258,FR_GEO,APPROVE,0.143,v2.1
TXN00000259,FR_MLSCORE,APPROVE,0.1797,v2.1
TXN00000259,FR_DEVICE,APPROVE,0.1065,v2.1
TXN00000259,FR_DEVICE,APPROVE,0.1084,v2.1
TXN00000260,FR_MLSCORE,APPROVE,0.1666,v2.1
TXN00000260,FR_DEVICE,APPROVE,0.5108,v2.1
TXN00000261,FR_GEO,APPROVE,0.2742,v2.1
TXN00000261,FR_VELOCITY,REVIEW,0.5655,v2.1
TXN00000262,FR_AMOUNT,APPROVE,0.313,v2.1
TXN00000262,FR_VELOCITY,APPROVE,0.007,v2.1
TXN00000262,FR_DEVICE,APPROVE,0.0476,v2.1
TXN00000262,FR_VELOCITY,APPROVE,0.001,v2.1
TXN00000263,FR_GEO,APPROVE,0.0709,v2.1
TXN00000263,FR_GEO,APPROVE,0.1861,v2.1
TXN00000264,FR_MLSCORE,APPROVE,0.2595,v2.1
TXN00000264,FR_MLSCORE,APPROVE,0.2477,v2.1
TXN00000265,FR_DEVICE,APPROVE,0.3757,v2.1
TXN00000265,FR_GEO,APPROVE,0.2549,v2.1
TXN00000265,FR_MLSCORE,APPROVE,0.4707,v2.1
TXN00000266,FR_VELOCITY,APPROVE,0.3086,v2.1
TXN00000267,FR_BIN,APPROVE,0.1159,v2.1
TXN00000268,FR_VELOCITY,APPROVE,0.2375,v2.1
TXN00000268,FR_GEO,APPROVE,0.4407,v2.1
TXN00000268,FR_DEVICE,APPROVE,0.361,v2.1
TXN00000269,FR_AMOUNT,APPROVE,0.4736,v2.1
TXN00000269,FR_DEVICE,APPROVE,0.3612,v2.1
TXN00000270,FR_BIN,DECLINE,0.9223,v2.1
TXN00000270,FR_AMOUNT,REVIEW,0.6681,v2.1
TXN00000271,FR_VELOCITY,APPROVE,0.4759,v2.1
TXN00000272,FR_VELOCITY,DECLINE,0.8347,v2.1
TXN00000272,FR_VELOCITY,APPROVE,0.4142,v2.1
TXN00000272,FR_BIN,APPROVE,0.48,v2.1
TXN00000272,FR_MLSCORE,APPROVE,0.549,v2.1
TXN00000273,FR_MLSCORE,APPROVE,0.2982,v2.1
TXN00000273,FR_BIN,APPROVE,0.4565,v2.1
TXN00000274,FR_GEO,APPROVE,0.001,v2.1
TXN00000274,FR_AMOUNT,APPROVE,0.1728,v2.1
TXN00000275,FR_VELOCITY,APPROVE,0.3437,v2.1
TXN00000275,FR_AMOUNT,APPROVE,0.4136,v2.1
TXN00000275,FR_BIN,APPROVE,0.3903,v2.1
TXN00000276,FR_GEO,APPROVE,0.196,v2.1
TXN00000276,FR_VELOCITY,APPROVE,0.3226,v2.1
TXN00000276,FR_VELOCITY,APPROVE,0.0819,v2.1
TXN00000277,FR_VELOCITY,APPROVE,0.1837,v2.1
TXN00000278,FR_DEVICE,APPROVE,0.3571,v2.1
TXN00000279,FR_VELOCITY,APPROVE,0.4886,v2.1
TXN00000279,FR_GEO,APPROVE,0.3541,v2.1
TXN00000280,FR_AMOUNT,APPROVE,0.3729,v2.1
TXN00000281,FR_VELOCITY,APPROVE,0.3341,v2.1
TXN00000282,FR_MLSCORE,APPROVE,0.076,v2.1
TXN00000283,FR_BIN,APPROVE,0.001,v2.1
TXN00000284,FR_BIN,APPROVE,0.2942,v2.1
TXN00000284,FR_VELOCITY,APPROVE,0.2533,v2.1
